i,j,fij
1,2,4
1,3,-15
1,4,-14
1,5,-13
1,6,-21
1,7,-27
1,8,-30
1,9,-21
1,10,-29
1,11,-42
1,12,-35
1,13,-32
1,14,-40
1,15,-32
1,16,-40
1,17,-42
1,18,-44
1,19,-46
1,20,-55
2,3,-19
2,4,-18
2,5,-17
2,6,-25
2,7,-31
2,8,-34
2,9,-25
2,10,-33
2,11,-46
2,12,-39
2,13,-36
2,14,-44
2,15,-36
2,16,-44
2,17,-46
2,18,-48
2,19,-50
2,20,-59
3,4,1
3,5,2
3,6,-6
3,7,-12
3,8,-15
3,9,-6
3,10,-14
3,11,-27
3,12,-20
3,13,-17
3,14,-25
3,15,-17
3,16,-25
3,17,-27
3,18,-29
3,19,-31
3,20,-40
4,5,1
4,6,-7
4,7,-13
4,8,-16
4,9,-7
4,10,-15
4,11,-28
4,12,-21
4,13,-18
4,14,-26
4,15,-18
4,16,-26
4,17,-28
4,18,-30
4,19,-32
4,20,-41
5,6,-8
5,7,-14
5,8,-17
5,9,-8
5,10,-16
5,11,-29
5,12,-22
5,13,-19
5,14,-27
5,15,-19
5,16,-27
5,17,-29
5,18,-31
5,19,-33
5,20,-42
6,7,-6
6,8,-9
6,9,0
6,10,-8
6,11,-21
6,12,-14
6,13,-11
6,14,-19
6,15,-11
6,16,-19
6,17,-21
6,18,-23
6,19,-25
6,20,-34
7,8,-3
7,9,6
7,10,-2
7,11,-15
7,12,-8
7,13,-5
7,14,-13
7,15,-5
7,16,-13
7,17,-15
7,18,-17
7,19,-19
7,20,-28
8,9,9
8,10,1
8,11,-12
8,12,-5
8,13,-2
8,14,-10
8,15,-2
8,16,-10
8,17,-12
8,18,-14
8,19,-16
8,20,-25
9,10,-8
9,11,-21
9,12,-14
9,13,-11
9,14,-19
9,15,-11
9,16,-19
9,17,-21
9,18,-23
9,19,-25
9,20,-34
10,11,-13
10,12,-6
10,13,-3
10,14,-11
10,15,-3
10,16,-11
10,17,-13
10,18,-15
10,19,-17
10,20,-26
11,12,7
11,13,10
11,14,2
11,15,10
11,16,2
11,17,0
11,18,-2
11,19,-4
11,20,-13
12,13,3
12,14,-5
12,15,3
12,16,-5
12,17,-7
12,18,-9
12,19,-11
12,20,-20
13,14,-8
13,15,0
13,16,-8
13,17,-10
13,18,-12
13,19,-14
13,20,-23
14,15,8
14,16,0
14,17,-2
14,18,-4
14,19,-6
14,20,-15
15,16,-8
15,17,-10
15,18,-12
15,19,-14
15,20,-23
16,17,-2
16,18,-4
16,19,-6
16,20,-15
17,18,-2
17,19,-4
17,20,-13
18,19,-2
18,20,-11
19,20,-9
