i,j,fij
1,2,-6
1,3,-23
1,4,-24
1,5,-23
1,6,-31
1,7,-35
1,8,-33
1,9,-36
1,10,-38
1,11,-53
1,12,-46
1,13,-51
1,14,-54
1,15,-46
1,16,-52
1,17,-56
1,18,-57
1,19,-59
1,20,-70
2,3,-17
2,4,-18
2,5,-17
2,6,-25
2,7,-29
2,8,-27
2,9,-30
2,10,-32
2,11,-47
2,12,-40
2,13,-45
2,14,-48
2,15,-40
2,16,-46
2,17,-50
2,18,-51
2,19,-53
2,20,-64
3,4,-1
3,5,0
3,6,-8
3,7,-12
3,8,-10
3,9,-13
3,10,-15
3,11,-30
3,12,-23
3,13,-28
3,14,-31
3,15,-23
3,16,-29
3,17,-33
3,18,-34
3,19,-36
3,20,-47
4,5,1
4,6,-7
4,7,-11
4,8,-9
4,9,-12
4,10,-14
4,11,-29
4,12,-22
4,13,-27
4,14,-30
4,15,-22
4,16,-28
4,17,-32
4,18,-33
4,19,-35
4,20,-46
5,6,-8
5,7,-12
5,8,-10
5,9,-13
5,10,-15
5,11,-30
5,12,-23
5,13,-28
5,14,-31
5,15,-23
5,16,-29
5,17,-33
5,18,-34
5,19,-36
5,20,-47
6,7,-4
6,8,-2
6,9,-5
6,10,-7
6,11,-22
6,12,-15
6,13,-20
6,14,-23
6,15,-15
6,16,-21
6,17,-25
6,18,-26
6,19,-28
6,20,-39
7,8,2
7,9,-1
7,10,-3
7,11,-18
7,12,-11
7,13,-16
7,14,-19
7,15,-11
7,16,-17
7,17,-21
7,18,-22
7,19,-24
7,20,-35
8,9,-3
8,10,-5
8,11,-20
8,12,-13
8,13,-18
8,14,-21
8,15,-13
8,16,-19
8,17,-23
8,18,-24
8,19,-26
8,20,-37
9,10,-2
9,11,-17
9,12,-10
9,13,-15
9,14,-18
9,15,-10
9,16,-16
9,17,-20
9,18,-21
9,19,-23
9,20,-34
10,11,-15
10,12,-8
10,13,-13
10,14,-16
10,15,-8
10,16,-14
10,17,-18
10,18,-19
10,19,-21
10,20,-32
11,12,7
11,13,2
11,14,-1
11,15,7
11,16,1
11,17,-3
11,18,-4
11,19,-6
11,20,-17
12,13,-5
12,14,-8
12,15,0
12,16,-6
12,17,-10
12,18,-11
12,19,-13
12,20,-24
13,14,-3
13,15,5
13,16,-1
13,17,-5
13,18,-6
13,19,-8
13,20,-19
14,15,8
14,16,2
14,17,-2
14,18,-3
14,19,-5
14,20,-16
15,16,-6
15,17,-10
15,18,-11
15,19,-13
15,20,-24
16,17,-4
16,18,-5
16,19,-7
16,20,-18
17,18,-1
17,19,-3
17,20,-14
18,19,-2
18,20,-13
19,20,-11
