i,j,fij
1,2,5
1,3,-4
1,4,3
1,5,0
1,6,-7
1,7,-10
1,8,-9
1,9,-2
1,10,-6
1,11,-14
1,12,-14
1,13,-13
1,14,-7
1,15,-5
1,16,-13
1,17,-14
1,18,-13
1,19,-13
1,20,-19
2,3,-9
2,4,-2
2,5,-5
2,6,-12
2,7,-15
2,8,-14
2,9,-7
2,10,-11
2,11,-19
2,12,-19
2,13,-18
2,14,-12
2,15,-10
2,16,-18
2,17,-19
2,18,-18
2,19,-18
2,20,-24
3,4,7
3,5,4
3,6,-3
3,7,-6
3,8,-5
3,9,2
3,10,-2
3,11,-10
3,12,-10
3,13,-9
3,14,-3
3,15,-1
3,16,-9
3,17,-10
3,18,-9
3,19,-9
3,20,-15
4,5,-3
4,6,-10
4,7,-13
4,8,-12
4,9,-5
4,10,-9
4,11,-17
4,12,-17
4,13,-16
4,14,-10
4,15,-8
4,16,-16
4,17,-17
4,18,-16
4,19,-16
4,20,-22
5,6,-7
5,7,-10
5,8,-9
5,9,-2
5,10,-6
5,11,-14
5,12,-14
5,13,-13
5,14,-7
5,15,-5
5,16,-13
5,17,-14
5,18,-13
5,19,-13
5,20,-19
6,7,-3
6,8,-2
6,9,5
6,10,1
6,11,-7
6,12,-7
6,13,-6
6,14,0
6,15,2
6,16,-6
6,17,-7
6,18,-6
6,19,-6
6,20,-12
7,8,1
7,9,8
7,10,4
7,11,-4
7,12,-4
7,13,-3
7,14,3
7,15,5
7,16,-3
7,17,-4
7,18,-3
7,19,-3
7,20,-9
8,9,7
8,10,3
8,11,-5
8,12,-5
8,13,-4
8,14,2
8,15,4
8,16,-4
8,17,-5
8,18,-4
8,19,-4
8,20,-10
9,10,-4
9,11,-12
9,12,-12
9,13,-11
9,14,-5
9,15,-3
9,16,-11
9,17,-12
9,18,-11
9,19,-11
9,20,-17
10,11,-8
10,12,-8
10,13,-7
10,14,-1
10,15,1
10,16,-7
10,17,-8
10,18,-7
10,19,-7
10,20,-13
11,12,0
11,13,1
11,14,7
11,15,9
11,16,1
11,17,0
11,18,1
11,19,1
11,20,-5
12,13,1
12,14,7
12,15,9
12,16,1
12,17,0
12,18,1
12,19,1
12,20,-5
13,14,6
13,15,8
13,16,0
13,17,-1
13,18,0
13,19,0
13,20,-6
14,15,2
14,16,-6
14,17,-7
14,18,-6
14,19,-6
14,20,-12
15,16,-8
15,17,-9
15,18,-8
15,19,-8
15,20,-14
16,17,-1
16,18,0
16,19,0
16,20,-6
17,18,1
17,19,1
17,20,-5
18,19,0
18,20,-6
19,20,-6
