i,j,fij
1,2,0
1,3,-3
1,4,-2
1,5,-5
1,6,-3
1,7,-8
1,8,-9
1,9,-7
1,10,-4
1,11,-11
1,12,-13
1,13,-12
1,14,-10
1,15,-10
1,16,-9
1,17,-11
1,18,-14
1,19,-13
1,20,-15
2,3,-3
2,4,-2
2,5,-5
2,6,-3
2,7,-8
2,8,-9
2,9,-7
2,10,-4
2,11,-11
2,12,-13
2,13,-12
2,14,-10
2,15,-10
2,16,-9
2,17,-11
2,18,-14
2,19,-13
2,20,-15
3,4,1
3,5,-2
3,6,0
3,7,-5
3,8,-6
3,9,-4
3,10,-1
3,11,-8
3,12,-10
3,13,-9
3,14,-7
3,15,-7
3,16,-6
3,17,-8
3,18,-11
3,19,-10
3,20,-12
4,5,-3
4,6,-1
4,7,-6
4,8,-7
4,9,-5
4,10,-2
4,11,-9
4,12,-11
4,13,-10
4,14,-8
4,15,-8
4,16,-7
4,17,-9
4,18,-12
4,19,-11
4,20,-13
5,6,2
5,7,-3
5,8,-4
5,9,-2
5,10,1
5,11,-6
5,12,-8
5,13,-7
5,14,-5
5,15,-5
5,16,-4
5,17,-6
5,18,-9
5,19,-8
5,20,-10
6,7,-5
6,8,-6
6,9,-4
6,10,-1
6,11,-8
6,12,-10
6,13,-9
6,14,-7
6,15,-7
6,16,-6
6,17,-8
6,18,-11
6,19,-10
6,20,-12
7,8,-1
7,9,1
7,10,4
7,11,-3
7,12,-5
7,13,-4
7,14,-2
7,15,-2
7,16,-1
7,17,-3
7,18,-6
7,19,-5
7,20,-7
8,9,2
8,10,5
8,11,-2
8,12,-4
8,13,-3
8,14,-1
8,15,-1
8,16,0
8,17,-2
8,18,-5
8,19,-4
8,20,-6
9,10,3
9,11,-4
9,12,-6
9,13,-5
9,14,-3
9,15,-3
9,16,-2
9,17,-4
9,18,-7
9,19,-6
9,20,-8
10,11,-7
10,12,-9
10,13,-8
10,14,-6
10,15,-6
10,16,-5
10,17,-7
10,18,-10
10,19,-9
10,20,-11
11,12,-2
11,13,-1
11,14,1
11,15,1
11,16,2
11,17,0
11,18,-3
11,19,-2
11,20,-4
12,13,1
12,14,3
12,15,3
12,16,4
12,17,2
12,18,-1
12,19,0
12,20,-2
13,14,2
13,15,2
13,16,3
13,17,1
13,18,-2
13,19,-1
13,20,-3
14,15,0
14,16,1
14,17,-1
14,18,-4
14,19,-3
14,20,-5
15,16,1
15,17,-1
15,18,-4
15,19,-3
15,20,-5
16,17,-2
16,18,-5
16,19,-4
16,20,-6
17,18,-3
17,19,-2
17,20,-4
18,19,1
18,20,-1
19,20,-2
