i,j,fij
1,2,0
1,3,-3
1,4,0
1,5,-2
1,6,0
1,7,-6
1,8,-6
1,9,0
1,10,-2
1,11,-5
1,12,-5
1,13,-6
1,14,-3
1,15,-2
1,16,-6
1,17,-2
1,18,-5
1,19,-5
1,20,-6
2,3,-3
2,4,0
2,5,-2
2,6,0
2,7,-6
2,8,-6
2,9,0
2,10,-2
2,11,-5
2,12,-5
2,13,-6
2,14,-3
2,15,-2
2,16,-6
2,17,-2
2,18,-5
2,19,-5
2,20,-6
3,4,3
3,5,1
3,6,3
3,7,-3
3,8,-3
3,9,3
3,10,1
3,11,-2
3,12,-2
3,13,-3
3,14,0
3,15,1
3,16,-3
3,17,1
3,18,-2
3,19,-2
3,20,-3
4,5,-2
4,6,0
4,7,-6
4,8,-6
4,9,0
4,10,-2
4,11,-5
4,12,-5
4,13,-6
4,14,-3
4,15,-2
4,16,-6
4,17,-2
4,18,-5
4,19,-5
4,20,-6
5,6,2
5,7,-4
5,8,-4
5,9,2
5,10,0
5,11,-3
5,12,-3
5,13,-4
5,14,-1
5,15,0
5,16,-4
5,17,0
5,18,-3
5,19,-3
5,20,-4
6,7,-6
6,8,-6
6,9,0
6,10,-2
6,11,-5
6,12,-5
6,13,-6
6,14,-3
6,15,-2
6,16,-6
6,17,-2
6,18,-5
6,19,-5
6,20,-6
7,8,0
7,9,6
7,10,4
7,11,1
7,12,1
7,13,0
7,14,3
7,15,4
7,16,0
7,17,4
7,18,1
7,19,1
7,20,0
8,9,6
8,10,4
8,11,1
8,12,1
8,13,0
8,14,3
8,15,4
8,16,0
8,17,4
8,18,1
8,19,1
8,20,0
9,10,-2
9,11,-5
9,12,-5
9,13,-6
9,14,-3
9,15,-2
9,16,-6
9,17,-2
9,18,-5
9,19,-5
9,20,-6
10,11,-3
10,12,-3
10,13,-4
10,14,-1
10,15,0
10,16,-4
10,17,0
10,18,-3
10,19,-3
10,20,-4
11,12,0
11,13,-1
11,14,2
11,15,3
11,16,-1
11,17,3
11,18,0
11,19,0
11,20,-1
12,13,-1
12,14,2
12,15,3
12,16,-1
12,17,3
12,18,0
12,19,0
12,20,-1
13,14,3
13,15,4
13,16,0
13,17,4
13,18,1
13,19,1
13,20,0
14,15,1
14,16,-3
14,17,1
14,18,-2
14,19,-2
14,20,-3
15,16,-4
15,17,0
15,18,-3
15,19,-3
15,20,-4
16,17,4
16,18,1
16,19,1
16,20,0
17,18,-3
17,19,-3
17,20,-4
18,19,0
18,20,-1
19,20,-1
