i,j,fij
1,2,-4
1,3,-18
1,4,-23
1,5,-23
1,6,-31
1,7,-35
1,8,-38
1,9,-41
1,10,-41
1,11,-52
1,12,-54
1,13,-55
1,14,-55
1,15,-56
1,16,-56
1,17,-57
1,18,-60
1,19,-70
1,20,-74
2,3,-14
2,4,-19
2,5,-19
2,6,-27
2,7,-31
2,8,-34
2,9,-37
2,10,-37
2,11,-48
2,12,-50
2,13,-51
2,14,-51
2,15,-52
2,16,-52
2,17,-53
2,18,-56
2,19,-66
2,20,-70
3,4,-5
3,5,-5
3,6,-13
3,7,-17
3,8,-20
3,9,-23
3,10,-23
3,11,-34
3,12,-36
3,13,-37
3,14,-37
3,15,-38
3,16,-38
3,17,-39
3,18,-42
3,19,-52
3,20,-56
4,5,0
4,6,-8
4,7,-12
4,8,-15
4,9,-18
4,10,-18
4,11,-29
4,12,-31
4,13,-32
4,14,-32
4,15,-33
4,16,-33
4,17,-34
4,18,-37
4,19,-47
4,20,-51
5,6,-8
5,7,-12
5,8,-15
5,9,-18
5,10,-18
5,11,-29
5,12,-31
5,13,-32
5,14,-32
5,15,-33
5,16,-33
5,17,-34
5,18,-37
5,19,-47
5,20,-51
6,7,-4
6,8,-7
6,9,-10
6,10,-10
6,11,-21
6,12,-23
6,13,-24
6,14,-24
6,15,-25
6,16,-25
6,17,-26
6,18,-29
6,19,-39
6,20,-43
7,8,-3
7,9,-6
7,10,-6
7,11,-17
7,12,-19
7,13,-20
7,14,-20
7,15,-21
7,16,-21
7,17,-22
7,18,-25
7,19,-35
7,20,-39
8,9,-3
8,10,-3
8,11,-14
8,12,-16
8,13,-17
8,14,-17
8,15,-18
8,16,-18
8,17,-19
8,18,-22
8,19,-32
8,20,-36
9,10,0
9,11,-11
9,12,-13
9,13,-14
9,14,-14
9,15,-15
9,16,-15
9,17,-16
9,18,-19
9,19,-29
9,20,-33
10,11,-11
10,12,-13
10,13,-14
10,14,-14
10,15,-15
10,16,-15
10,17,-16
10,18,-19
10,19,-29
10,20,-33
11,12,-2
11,13,-3
11,14,-3
11,15,-4
11,16,-4
11,17,-5
11,18,-8
11,19,-18
11,20,-22
12,13,-1
12,14,-1
12,15,-2
12,16,-2
12,17,-3
12,18,-6
12,19,-16
12,20,-20
13,14,0
13,15,-1
13,16,-1
13,17,-2
13,18,-5
13,19,-15
13,20,-19
14,15,-1
14,16,-1
14,17,-2
14,18,-5
14,19,-15
14,20,-19
15,16,0
15,17,-1
15,18,-4
15,19,-14
15,20,-18
16,17,-1
16,18,-4
16,19,-14
16,20,-18
17,18,-3
17,19,-13
17,20,-17
18,19,-10
18,20,-14
19,20,-4
