i,j,fij
1,2,4
1,3,-1
1,4,-1
1,5,-3
1,6,-12
1,7,-15
1,8,-15
1,9,-8
1,10,-14
1,11,-23
1,12,-25
1,13,-19
1,14,-15
1,15,-17
1,16,-19
1,17,-22
1,18,-19
1,19,-25
1,20,-31
2,3,-5
2,4,-5
2,5,-7
2,6,-16
2,7,-19
2,8,-19
2,9,-12
2,10,-18
2,11,-27
2,12,-29
2,13,-23
2,14,-19
2,15,-21
2,16,-23
2,17,-26
2,18,-23
2,19,-29
2,20,-35
3,4,0
3,5,-2
3,6,-11
3,7,-14
3,8,-14
3,9,-7
3,10,-13
3,11,-22
3,12,-24
3,13,-18
3,14,-14
3,15,-16
3,16,-18
3,17,-21
3,18,-18
3,19,-24
3,20,-30
4,5,-2
4,6,-11
4,7,-14
4,8,-14
4,9,-7
4,10,-13
4,11,-22
4,12,-24
4,13,-18
4,14,-14
4,15,-16
4,16,-18
4,17,-21
4,18,-18
4,19,-24
4,20,-30
5,6,-9
5,7,-12
5,8,-12
5,9,-5
5,10,-11
5,11,-20
5,12,-22
5,13,-16
5,14,-12
5,15,-14
5,16,-16
5,17,-19
5,18,-16
5,19,-22
5,20,-28
6,7,-3
6,8,-3
6,9,4
6,10,-2
6,11,-11
6,12,-13
6,13,-7
6,14,-3
6,15,-5
6,16,-7
6,17,-10
6,18,-7
6,19,-13
6,20,-19
7,8,0
7,9,7
7,10,1
7,11,-8
7,12,-10
7,13,-4
7,14,0
7,15,-2
7,16,-4
7,17,-7
7,18,-4
7,19,-10
7,20,-16
8,9,7
8,10,1
8,11,-8
8,12,-10
8,13,-4
8,14,0
8,15,-2
8,16,-4
8,17,-7
8,18,-4
8,19,-10
8,20,-16
9,10,-6
9,11,-15
9,12,-17
9,13,-11
9,14,-7
9,15,-9
9,16,-11
9,17,-14
9,18,-11
9,19,-17
9,20,-23
10,11,-9
10,12,-11
10,13,-5
10,14,-1
10,15,-3
10,16,-5
10,17,-8
10,18,-5
10,19,-11
10,20,-17
11,12,-2
11,13,4
11,14,8
11,15,6
11,16,4
11,17,1
11,18,4
11,19,-2
11,20,-8
12,13,6
12,14,10
12,15,8
12,16,6
12,17,3
12,18,6
12,19,0
12,20,-6
13,14,4
13,15,2
13,16,0
13,17,-3
13,18,0
13,19,-6
13,20,-12
14,15,-2
14,16,-4
14,17,-7
14,18,-4
14,19,-10
14,20,-16
15,16,-2
15,17,-5
15,18,-2
15,19,-8
15,20,-14
16,17,-3
16,18,0
16,19,-6
16,20,-12
17,18,3
17,19,-3
17,20,-9
18,19,-6
18,20,-12
19,20,-6
