i,j,fij
1,2,3
1,3,-4
1,4,1
1,5,0
1,6,-12
1,7,-13
1,8,-12
1,9,-8
1,10,-12
1,11,-20
1,12,-22
1,13,-16
1,14,-13
1,15,-14
1,16,-19
1,17,-20
1,18,-16
1,19,-22
1,20,-28
2,3,-7
2,4,-2
2,5,-3
2,6,-15
2,7,-16
2,8,-15
2,9,-11
2,10,-15
2,11,-23
2,12,-25
2,13,-19
2,14,-16
2,15,-17
2,16,-22
2,17,-23
2,18,-19
2,19,-25
2,20,-31
3,4,5
3,5,4
3,6,-8
3,7,-9
3,8,-8
3,9,-4
3,10,-8
3,11,-16
3,12,-18
3,13,-12
3,14,-9
3,15,-10
3,16,-15
3,17,-16
3,18,-12
3,19,-18
3,20,-24
4,5,-1
4,6,-13
4,7,-14
4,8,-13
4,9,-9
4,10,-13
4,11,-21
4,12,-23
4,13,-17
4,14,-14
4,15,-15
4,16,-20
4,17,-21
4,18,-17
4,19,-23
4,20,-29
5,6,-12
5,7,-13
5,8,-12
5,9,-8
5,10,-12
5,11,-20
5,12,-22
5,13,-16
5,14,-13
5,15,-14
5,16,-19
5,17,-20
5,18,-16
5,19,-22
5,20,-28
6,7,-1
6,8,0
6,9,4
6,10,0
6,11,-8
6,12,-10
6,13,-4
6,14,-1
6,15,-2
6,16,-7
6,17,-8
6,18,-4
6,19,-10
6,20,-16
7,8,1
7,9,5
7,10,1
7,11,-7
7,12,-9
7,13,-3
7,14,0
7,15,-1
7,16,-6
7,17,-7
7,18,-3
7,19,-9
7,20,-15
8,9,4
8,10,0
8,11,-8
8,12,-10
8,13,-4
8,14,-1
8,15,-2
8,16,-7
8,17,-8
8,18,-4
8,19,-10
8,20,-16
9,10,-4
9,11,-12
9,12,-14
9,13,-8
9,14,-5
9,15,-6
9,16,-11
9,17,-12
9,18,-8
9,19,-14
9,20,-20
10,11,-8
10,12,-10
10,13,-4
10,14,-1
10,15,-2
10,16,-7
10,17,-8
10,18,-4
10,19,-10
10,20,-16
11,12,-2
11,13,4
11,14,7
11,15,6
11,16,1
11,17,0
11,18,4
11,19,-2
11,20,-8
12,13,6
12,14,9
12,15,8
12,16,3
12,17,2
12,18,6
12,19,0
12,20,-6
13,14,3
13,15,2
13,16,-3
13,17,-4
13,18,0
13,19,-6
13,20,-12
14,15,-1
14,16,-6
14,17,-7
14,18,-3
14,19,-9
14,20,-15
15,16,-5
15,17,-6
15,18,-2
15,19,-8
15,20,-14
16,17,-1
16,18,3
16,19,-3
16,20,-9
17,18,4
17,19,-2
17,20,-8
18,19,-6
18,20,-12
19,20,-6
