i,j,fij
1,2,-4
1,3,-21
1,4,-22
1,5,-21
1,6,-31
1,7,-33
1,8,-34
1,9,-34
1,10,-38
1,11,-51
1,12,-47
1,13,-52
1,14,-54
1,15,-47
1,16,-53
1,17,-56
1,18,-57
1,19,-60
1,20,-71
2,3,-17
2,4,-18
2,5,-17
2,6,-27
2,7,-29
2,8,-30
2,9,-30
2,10,-34
2,11,-47
2,12,-43
2,13,-48
2,14,-50
2,15,-43
2,16,-49
2,17,-52
2,18,-53
2,19,-56
2,20,-67
3,4,-1
3,5,0
3,6,-10
3,7,-12
3,8,-13
3,9,-13
3,10,-17
3,11,-30
3,12,-26
3,13,-31
3,14,-33
3,15,-26
3,16,-32
3,17,-35
3,18,-36
3,19,-39
3,20,-50
4,5,1
4,6,-9
4,7,-11
4,8,-12
4,9,-12
4,10,-16
4,11,-29
4,12,-25
4,13,-30
4,14,-32
4,15,-25
4,16,-31
4,17,-34
4,18,-35
4,19,-38
4,20,-49
5,6,-10
5,7,-12
5,8,-13
5,9,-13
5,10,-17
5,11,-30
5,12,-26
5,13,-31
5,14,-33
5,15,-26
5,16,-32
5,17,-35
5,18,-36
5,19,-39
5,20,-50
6,7,-2
6,8,-3
6,9,-3
6,10,-7
6,11,-20
6,12,-16
6,13,-21
6,14,-23
6,15,-16
6,16,-22
6,17,-25
6,18,-26
6,19,-29
6,20,-40
7,8,-1
7,9,-1
7,10,-5
7,11,-18
7,12,-14
7,13,-19
7,14,-21
7,15,-14
7,16,-20
7,17,-23
7,18,-24
7,19,-27
7,20,-38
8,9,0
8,10,-4
8,11,-17
8,12,-13
8,13,-18
8,14,-20
8,15,-13
8,16,-19
8,17,-22
8,18,-23
8,19,-26
8,20,-37
9,10,-4
9,11,-17
9,12,-13
9,13,-18
9,14,-20
9,15,-13
9,16,-19
9,17,-22
9,18,-23
9,19,-26
9,20,-37
10,11,-13
10,12,-9
10,13,-14
10,14,-16
10,15,-9
10,16,-15
10,17,-18
10,18,-19
10,19,-22
10,20,-33
11,12,4
11,13,-1
11,14,-3
11,15,4
11,16,-2
11,17,-5
11,18,-6
11,19,-9
11,20,-20
12,13,-5
12,14,-7
12,15,0
12,16,-6
12,17,-9
12,18,-10
12,19,-13
12,20,-24
13,14,-2
13,15,5
13,16,-1
13,17,-4
13,18,-5
13,19,-8
13,20,-19
14,15,7
14,16,1
14,17,-2
14,18,-3
14,19,-6
14,20,-17
15,16,-6
15,17,-9
15,18,-10
15,19,-13
15,20,-24
16,17,-3
16,18,-4
16,19,-7
16,20,-18
17,18,-1
17,19,-4
17,20,-15
18,19,-3
18,20,-14
19,20,-11
