i,j,fij
1,2,-2
1,3,-15
1,4,-17
1,5,-18
1,6,-25
1,7,-28
1,8,-31
1,9,-31
1,10,-36
1,11,-48
1,12,-44
1,13,-42
1,14,-50
1,15,-40
1,16,-46
1,17,-49
1,18,-51
1,19,-53
1,20,-65
2,3,-13
2,4,-15
2,5,-16
2,6,-23
2,7,-26
2,8,-29
2,9,-29
2,10,-34
2,11,-46
2,12,-42
2,13,-40
2,14,-48
2,15,-38
2,16,-44
2,17,-47
2,18,-49
2,19,-51
2,20,-63
3,4,-2
3,5,-3
3,6,-10
3,7,-13
3,8,-16
3,9,-16
3,10,-21
3,11,-33
3,12,-29
3,13,-27
3,14,-35
3,15,-25
3,16,-31
3,17,-34
3,18,-36
3,19,-38
3,20,-50
4,5,-1
4,6,-8
4,7,-11
4,8,-14
4,9,-14
4,10,-19
4,11,-31
4,12,-27
4,13,-25
4,14,-33
4,15,-23
4,16,-29
4,17,-32
4,18,-34
4,19,-36
4,20,-48
5,6,-7
5,7,-10
5,8,-13
5,9,-13
5,10,-18
5,11,-30
5,12,-26
5,13,-24
5,14,-32
5,15,-22
5,16,-28
5,17,-31
5,18,-33
5,19,-35
5,20,-47
6,7,-3
6,8,-6
6,9,-6
6,10,-11
6,11,-23
6,12,-19
6,13,-17
6,14,-25
6,15,-15
6,16,-21
6,17,-24
6,18,-26
6,19,-28
6,20,-40
7,8,-3
7,9,-3
7,10,-8
7,11,-20
7,12,-16
7,13,-14
7,14,-22
7,15,-12
7,16,-18
7,17,-21
7,18,-23
7,19,-25
7,20,-37
8,9,0
8,10,-5
8,11,-17
8,12,-13
8,13,-11
8,14,-19
8,15,-9
8,16,-15
8,17,-18
8,18,-20
8,19,-22
8,20,-34
9,10,-5
9,11,-17
9,12,-13
9,13,-11
9,14,-19
9,15,-9
9,16,-15
9,17,-18
9,18,-20
9,19,-22
9,20,-34
10,11,-12
10,12,-8
10,13,-6
10,14,-14
10,15,-4
10,16,-10
10,17,-13
10,18,-15
10,19,-17
10,20,-29
11,12,4
11,13,6
11,14,-2
11,15,8
11,16,2
11,17,-1
11,18,-3
11,19,-5
11,20,-17
12,13,2
12,14,-6
12,15,4
12,16,-2
12,17,-5
12,18,-7
12,19,-9
12,20,-21
13,14,-8
13,15,2
13,16,-4
13,17,-7
13,18,-9
13,19,-11
13,20,-23
14,15,10
14,16,4
14,17,1
14,18,-1
14,19,-3
14,20,-15
15,16,-6
15,17,-9
15,18,-11
15,19,-13
15,20,-25
16,17,-3
16,18,-5
16,19,-7
16,20,-19
17,18,-2
17,19,-4
17,20,-16
18,19,-2
18,20,-14
19,20,-12
