i,j,fij
1,2,0
1,3,-4
1,4,2
1,5,-6
1,6,-17
1,7,-18
1,8,-17
1,9,-11
1,10,-18
1,11,-27
1,12,-25
1,13,-23
1,14,-18
1,15,-17
1,16,-21
1,17,-28
1,18,-26
1,19,-29
1,20,-37
2,3,-4
2,4,2
2,5,-6
2,6,-17
2,7,-18
2,8,-17
2,9,-11
2,10,-18
2,11,-27
2,12,-25
2,13,-23
2,14,-18
2,15,-17
2,16,-21
2,17,-28
2,18,-26
2,19,-29
2,20,-37
3,4,6
3,5,-2
3,6,-13
3,7,-14
3,8,-13
3,9,-7
3,10,-14
3,11,-23
3,12,-21
3,13,-19
3,14,-14
3,15,-13
3,16,-17
3,17,-24
3,18,-22
3,19,-25
3,20,-33
4,5,-8
4,6,-19
4,7,-20
4,8,-19
4,9,-13
4,10,-20
4,11,-29
4,12,-27
4,13,-25
4,14,-20
4,15,-19
4,16,-23
4,17,-30
4,18,-28
4,19,-31
4,20,-39
5,6,-11
5,7,-12
5,8,-11
5,9,-5
5,10,-12
5,11,-21
5,12,-19
5,13,-17
5,14,-12
5,15,-11
5,16,-15
5,17,-22
5,18,-20
5,19,-23
5,20,-31
6,7,-1
6,8,0
6,9,6
6,10,-1
6,11,-10
6,12,-8
6,13,-6
6,14,-1
6,15,0
6,16,-4
6,17,-11
6,18,-9
6,19,-12
6,20,-20
7,8,1
7,9,7
7,10,0
7,11,-9
7,12,-7
7,13,-5
7,14,0
7,15,1
7,16,-3
7,17,-10
7,18,-8
7,19,-11
7,20,-19
8,9,6
8,10,-1
8,11,-10
8,12,-8
8,13,-6
8,14,-1
8,15,0
8,16,-4
8,17,-11
8,18,-9
8,19,-12
8,20,-20
9,10,-7
9,11,-16
9,12,-14
9,13,-12
9,14,-7
9,15,-6
9,16,-10
9,17,-17
9,18,-15
9,19,-18
9,20,-26
10,11,-9
10,12,-7
10,13,-5
10,14,0
10,15,1
10,16,-3
10,17,-10
10,18,-8
10,19,-11
10,20,-19
11,12,2
11,13,4
11,14,9
11,15,10
11,16,6
11,17,-1
11,18,1
11,19,-2
11,20,-10
12,13,2
12,14,7
12,15,8
12,16,4
12,17,-3
12,18,-1
12,19,-4
12,20,-12
13,14,5
13,15,6
13,16,2
13,17,-5
13,18,-3
13,19,-6
13,20,-14
14,15,1
14,16,-3
14,17,-10
14,18,-8
14,19,-11
14,20,-19
15,16,-4
15,17,-11
15,18,-9
15,19,-12
15,20,-20
16,17,-7
16,18,-5
16,19,-8
16,20,-16
17,18,2
17,19,-1
17,20,-9
18,19,-3
18,20,-11
19,20,-8
