i,j,fij
1,2,2
1,3,-4
1,4,0
1,5,0
1,6,-7
1,7,-10
1,8,-12
1,9,-8
1,10,-7
1,11,-15
1,12,-17
1,13,-13
1,14,-8
1,15,-8
1,16,-13
1,17,-14
1,18,-14
1,19,-16
1,20,-19
2,3,-6
2,4,-2
2,5,-2
2,6,-9
2,7,-12
2,8,-14
2,9,-10
2,10,-9
2,11,-17
2,12,-19
2,13,-15
2,14,-10
2,15,-10
2,16,-15
2,17,-16
2,18,-16
2,19,-18
2,20,-21
3,4,4
3,5,4
3,6,-3
3,7,-6
3,8,-8
3,9,-4
3,10,-3
3,11,-11
3,12,-13
3,13,-9
3,14,-4
3,15,-4
3,16,-9
3,17,-10
3,18,-10
3,19,-12
3,20,-15
4,5,0
4,6,-7
4,7,-10
4,8,-12
4,9,-8
4,10,-7
4,11,-15
4,12,-17
4,13,-13
4,14,-8
4,15,-8
4,16,-13
4,17,-14
4,18,-14
4,19,-16
4,20,-19
5,6,-7
5,7,-10
5,8,-12
5,9,-8
5,10,-7
5,11,-15
5,12,-17
5,13,-13
5,14,-8
5,15,-8
5,16,-13
5,17,-14
5,18,-14
5,19,-16
5,20,-19
6,7,-3
6,8,-5
6,9,-1
6,10,0
6,11,-8
6,12,-10
6,13,-6
6,14,-1
6,15,-1
6,16,-6
6,17,-7
6,18,-7
6,19,-9
6,20,-12
7,8,-2
7,9,2
7,10,3
7,11,-5
7,12,-7
7,13,-3
7,14,2
7,15,2
7,16,-3
7,17,-4
7,18,-4
7,19,-6
7,20,-9
8,9,4
8,10,5
8,11,-3
8,12,-5
8,13,-1
8,14,4
8,15,4
8,16,-1
8,17,-2
8,18,-2
8,19,-4
8,20,-7
9,10,1
9,11,-7
9,12,-9
9,13,-5
9,14,0
9,15,0
9,16,-5
9,17,-6
9,18,-6
9,19,-8
9,20,-11
10,11,-8
10,12,-10
10,13,-6
10,14,-1
10,15,-1
10,16,-6
10,17,-7
10,18,-7
10,19,-9
10,20,-12
11,12,-2
11,13,2
11,14,7
11,15,7
11,16,2
11,17,1
11,18,1
11,19,-1
11,20,-4
12,13,4
12,14,9
12,15,9
12,16,4
12,17,3
12,18,3
12,19,1
12,20,-2
13,14,5
13,15,5
13,16,0
13,17,-1
13,18,-1
13,19,-3
13,20,-6
14,15,0
14,16,-5
14,17,-6
14,18,-6
14,19,-8
14,20,-11
15,16,-5
15,17,-6
15,18,-6
15,19,-8
15,20,-11
16,17,-1
16,18,-1
16,19,-3
16,20,-6
17,18,0
17,19,-2
17,20,-5
18,19,-2
18,20,-5
19,20,-3
