n1,n2,fij
1,2,-1.4927e+00
1,3,-4.2802e+00
1,4,-2.5145e+00
1,5,1.1511e+00
1,6,-3.2506e+00
2,3,3.2638e+00
2,4,-8.3134e-01
2,5,3.3482e+00
2,6,3.6254e+00
3,4,2.4977e+00
3,5,1.4873e+00
3,6,2.0572e+00
4,5,-2.1424e+00
4,6,1.7708e-01
5,6,-1.1078e+00
