i w_i r_i
1 5.934149 1
2 2.3016270000000003 7
3 3.531663000000001 4
4 3.685015000000001 3
5 2.0740655000000006 9
6 2.1672820000000006 8
7 2.968313850000001 6
8 3.772910500000001 2
9 0.19679150000000045 19
10 1.6491566500000003 12
11 1.8355525000000006 10
12 1.6316655000000004 13
13 0.0 20
14 0.7355105000000002 16
15 3.232364500000001 5
16 1.7522076000000004 11
17 1.2282650000000006 14
18 0.7305305 17
19 0.24830739999999984 18
20 1.0989025000000003 15
