i w_i r_i
1 3.0249543000000014 2
2 6.051274100000002 3
3 4.0145281000000015 4
4 3.7696361000000014 9
5 3.0165836000000015 7
6 2.975901600000001 11
7 3.2403796000000016 1
8 2.978125900000001 5
9 3.6408798100000013 8
10 2.176266100000001 6
11 3.1089483900000014 14
12 1.9722396000000009 10
13 1.624551100000001 12
14 2.390571200000001 18
15 1.341480100000001 16
16 1.8498086000000007 19
17 1.6464821000000007 17
18 1.8636866000000012 13
19 1.689865100000001 15
20 0.0 20
