i w_i r_i
1 1.93640905 3
2 2.3703018 1
3 1.9180333500000004 4
4 2.07028105 2
5 1.4174165500000002 5
6 1.1122829450000002 9
7 1.3689080500000004 6
8 0.4792160000000003 16
9 0.4228245500000004 17
10 0.5713536000000002 14
11 1.0479910400000003 11
12 0.3297346000000002 18
13 1.1499850500000002 8
14 0.8714860600000003 12
15 0.0 20
16 1.1926541000000004 7
17 0.2406198500000003 19
18 0.8483888050000002 13
19 1.0761840000000003 10
20 0.5579605500000002 15
