i w_i r_i
1 0.6247115999999999 13
2 1.4723976499999996 18
3 2.2147954449999996 3
4 0.0 12
5 1.3915783199999998 7
6 0.8108811499999999 9
7 1.7740028499999996 20
8 1.3984611499999997 2
9 1.7640311499999997 8
10 0.37229560000000017 5
11 1.1580482799999998 17
12 2.1356386999999994 11
13 2.6693696499999993 16
14 0.9321598549999999 19
15 0.8641996499999998 14
16 1.0067531499999998 15
17 1.2895363499999997 6
18 2.29271515 1
19 1.00307665 10
20 1.4940606499999998 4
