i w_i r_i
1 6.187472200000002 1
2 2.5543662000000005 4
3 3.529694355 8
4 4.138051200000001 3
5 2.0551007 7
6 2.4334743000000003 15
7 3.1092574450000003 2
8 3.7353252 6
9 0.3990361999999996 5
10 1.6203621000000004 12
11 1.6445877000000002 16
12 1.9945022000000001 11
13 0.0 10
14 0.6736980699999997 17
15 3.0470048000000007 20
16 1.8711997000000002 18
17 1.16521383 14
18 0.8044513999999998 19
19 0.46579270000000017 9
20 0.8705636999999999 13
