i w_i r_i
1 2.9173094499999994 1
2 2.00397137 3
3 2.4087879999999995 5
4 1.6184779299999998 2
5 2.1496649499999996 4
6 1.1605259499999998 10
7 0.9737564499999998 16
8 0.042125949999999746 12
9 0.7943119499999998 6
10 1.4550544499999998 7
11 0.4735364499999999 15
12 1.3997594499999997 18
13 0.29211940000000025 9
14 0.0 20
15 0.8861104499999999 11
16 1.43206745 17
17 0.3795819499999997 13
18 0.8381325999999998 19
19 0.2745964499999999 8
20 0.64235835 14
