i w_i r_i
1 2.239893 2
2 4.581614249999999 6
3 3.333127558333334 3
4 3.1396655000000004 4
5 2.4587653916666667 8
6 3.447666250000001 5
7 2.2506429 12
8 2.878274 7
9 1.1054246499999998 1
10 0.0 11
11 1.7685493499999996 13
12 2.3850387499999997 14
13 1.7114029999999998 9
14 1.4436664999999995 16
15 0.24692100000000017 20
16 0.9304409999999996 18
17 0.6038074999999994 17
18 0.8082118999999997 15
19 0.10194399999999937 19
20 0.8963335000000003 10
