i w_i r_i
1 5.627599610000001 1
2 1.9359131099999995 3
3 4.951194110000001 6
4 2.47128171 9
5 3.16796753 13
6 4.31493374 11
7 3.68746861 7
8 0.0 19
9 4.24926001 16
10 2.0574563599999998 5
11 3.6888156100000002 4
12 1.67420771 18
13 4.18139211 10
14 0.7378404700000001 2
15 1.1450136099999992 12
16 3.48695711 17
17 1.19468651 15
18 2.25364671 20
19 3.54097706 14
20 1.0137705099999994 8
