i w_i r_i
1 0.0 7
2 2.9047774999999993 18
3 1.6919860599999998 19
4 1.1370094999999996 8
5 0.8006699999999998 13
6 0.9727479999999997 20
7 5.0160506 12
8 3.9567235 15
9 3.2989834999999994 11
10 3.1649594999999993 9
11 3.4717440499999994 16
12 3.502024499999999 17
13 3.7254289399999996 10
14 2.8525632999999995 2
15 3.497750999999999 14
16 3.184535499999999 3
17 3.173522449999999 4
18 4.206540999999999 6
19 4.054419599999999 5
20 3.6805614999999996 1
