i w_i r_i
1 6.506859215741613 5
2 7.4665038610465135 1
3 6.40182950242744 6
4 5.332626384551103 9
5 3.989970395234685 10
6 5.819020108195446 7
7 6.590347174718298 4
8 7.051938790622277 3
9 3.8692045698061346 11
10 7.147842061395735 2
11 1.3310699678580438 17
12 2.672421507594402 13
13 1.8203471112679748 16
14 2.7394982905402325 12
15 2.197036979474989 15
16 0.0 20
17 2.3196139126363082 14
18 0.6094703302172624 19
19 0.828832035927006 18
20 5.614013896546865 8
