i w_i r_i
1 7.538789631422574 1
2 0.6078394677766901 16
3 4.078240823500376 6
4 6.65977672614358 3
5 6.3466457444816005 4
6 7.0980317349338655 2
7 0.48484893295794596 17
8 3.263225809740887 10
9 3.6209896309281997 8
10 3.3680737132582825 9
11 0.0 18
12 2.270289028343437 12
13 1.0441831785000186 14
14 0.8569252824354288 15
15 1.3218247300686734 13
16 2.564544815462176 11
17 3.6262394677153638 7
18 4.284315967857323 5
