i w_i r_i
1 13.031400000000108 2
2 0.6854999999999203 17
3 8.788800000000094 6
4 16.070200000000092 1
5 11.602700000000098 3
6 11.435500000000097 4
7 0.0 18
8 0.9850000000000003 16
9 6.055100000000174 14
10 6.230100000000093 12
11 8.503100000000094 7
12 7.326100000000086 11
13 7.509600000000094 10
14 9.027700000000088 5
15 6.0961000000000904 13
16 7.968400000000094 8
17 5.967900000000411 15
18 7.53160000000009 9
