i w_i r_i
1 8.35465639191437 1
2 5.415569288600774 7
3 6.854196408867981 5
4 7.664290326423073 3
5 5.978704001734934 6
6 8.352239606351556 2
7 4.045456391913424 10
8 1.1209733591699127 17
9 2.710556391913423 13
10 0.5274241185974766 19
11 1.261813537641657 16
12 3.1596563919134226 11
13 4.239706705620184 9
14 4.3516383849801015 8
15 2.9733558321545654 12
16 1.0775040017354733 18
17 7.2416552723949845 4
18 1.9672276011921126 14
19 0.0 20
20 1.8899203780476879 15
