i w_i r_i
1 10.469299999999954 2
2 5.596699999999952 12
3 2.965599999999991 16
4 9.846400000000033 5
5 10.796999999999995 1
6 6.047999999999991 10
7 5.601399999999954 11
8 0.0 18
9 2.9934000000000025 15
10 6.2616999999999905 8
11 7.008499999999992 7
12 10.308200000000049 4
13 8.706199999999972 6
14 4.479399999999816 14
15 6.214199999999991 9
16 0.1690000000000298 17
17 10.345299999999998 3
18 4.659399999999991 13
