i w_i r_i
1 2.6806000019682985 19
2 3.258197293411345 18
3 14.33113524651728 1
4 13.088800000042887 2
5 7.461122154358093 14
6 0.0 20
7 8.195734064774637 10
8 12.450088673098087 5
9 11.008285193346229 8
10 3.438469085787772 17
11 12.254535556693597 6
12 7.901152321061824 11
13 12.993577788773571 3
14 12.98782215445205 4
15 7.65899999971989 13
16 7.122892596300886 15
17 6.878277790065173 16
18 7.800912165768544 12
19 11.840135815752634 7
20 9.077735246325362 9
