i w_i r_i
1 5.924810494120658 5
2 10.329489505882858 2
3 6.248278964706737 4
4 5.552280564706946 9
5 4.138989505882911 11
6 5.05559251764783 10
7 7.870839505882897 3
8 3.3144421176478116 12
9 10.472289505882907 1
10 5.764589505882912 8
11 0.11938752941210673 19
12 1.2256850352945614 16
13 5.806089505882919 6
14 0.15049750588212518 18
15 5.805589505882911 7
16 2.4830145058829145 13
17 0.15280527058756022 17
18 0.0 20
19 2.1547645058829175 14
20 1.4418601882349802 15
