i w_i r_i
1 3.6900524999999993 7
2 7.492312 1
3 4.526289074999999 2
4 3.750177999999999 6
5 3.1170499999999994 8
6 4.370120275 3
7 3.7976044999999994 5
8 2.6695009999999995 9
9 3.841665999999999 4
10 2.1773889999999994 10
11 1.4280314099999998 13
12 1.9449669999999992 11
13 0.8550429999999998 16
14 1.1940167749999997 14
15 1.7758907249999996 12
16 1.0186615449999998 15
17 0.24153119499999942 19
18 0.6912259999999999 17
19 0.0 20
20 0.4653299999999996 18
