i w_i r_i
1 10.838099999997713 3
2 6.704199999997876 6
3 3.908699999997153 15
4 11.132799999997916 2
5 8.273799999997811 5
6 12.915399999997813 1
7 0.0 18
8 3.4071999999971516 16
9 6.381399999997875 7
10 5.786399999997874 9
11 4.822899999997874 13
12 8.37009999999788 4
13 5.97549999999784 8
14 4.1779999999977555 14
15 5.531699999997908 10
16 5.499899999997876 11
17 5.293699999996872 12
18 3.158799999997906 17
