i w_i r_i
1 7.544745704101466 4
2 8.07522163751716 2
3 8.92442366505443 1
4 6.632532486448184 5
5 5.53971564537936 8
6 3.185715645380488 16
7 0.0 20
8 4.969168856877579 13
9 5.502834684577797 9
10 2.3832001719350786 17
11 3.565945132410124 15
12 5.1243807303563464 12
13 5.240325042582802 11
14 6.623496260966237 6
15 2.3776999999993453 18
16 4.034633266427605 14
17 1.5289839819663764 19
18 5.35152228890286 10
19 6.47824230357842 7
20 7.584882984316449 3
