i w_i r_i
1 9.644426073076101 1
2 4.11511668621908 13
3 9.109828582894323 2
4 4.369826014334747 11
5 5.1039422598665745 9
6 4.689426022536684 10
7 7.1200817502695966 5
8 3.5820772511057957 17
9 8.981430429868588 3
10 0.0 20
11 7.966303538150774 4
12 3.9615773562974805 14
13 6.916856465257226 6
14 2.912496739700349 19
15 4.219033178858686 12
16 3.657279484319286 16
17 5.895526053488984 8
18 3.432399985704599 18
19 6.574180896121948 7
20 3.7682647955662367 15
