i w_i r_i
1 5.650230166666666 1
2 0.1155546111111112 15
3 1.4631234999999996 5
4 3.160183499999999 4
5 3.296634055555555 3
6 3.602820722222221 2
7 0.06967849999999975 16
8 0.921619833333333 8
9 1.0341073888888885 7
10 0.3114481111111109 12
11 0.6388729444444442 10
12 0.15716016666666643 14
13 0.25148683333333355 13
14 0.0 18
15 0.028680722222222288 17
16 0.7216190555555555 9
17 1.3690440555555552 6
18 0.5783388333333331 11
