i w_i r_i
1 7.499099999884062 5
2 7.470499999389002 6
3 11.749700000334055 1
4 7.0888999969349 7
5 6.052499999214184 10
6 5.524799999884063 12
7 10.31940000020752 3
8 7.057499998981557 8
9 3.33570000323688 13
10 10.832699999943927 2
11 3.1877999999999953 14
12 3.1252000007955014 16
13 7.050699998459509 9
14 0.0 20
15 2.1233000005220903 18
16 2.6206000005220886 17
17 5.621999999727991 11
18 1.232900000053177 19
19 3.156600000099223 15
20 8.289799999943929 4
