i w_i r_i
1 9.432597401265438 1
2 5.843205281003616 10
3 8.439228455128807 3
4 6.328751629253133 8
5 4.297094918625788 13
6 4.2224436383713035 14
7 7.305126581999672 4
8 7.021407602239851 5
9 3.393353801119594 17
10 8.8753302964017 2
11 0.0 20
12 4.999902501751555 12
13 2.5599516292548756 19
14 6.230638247640837 9
15 6.801346198880037 6
16 3.5879665038465527 15
17 3.5009516292534717 16
18 6.729686137715989 7
19 5.6871307154844715 11
20 3.3573461988787807 18
