i w_i r_i
1 6.002324418782479 3
2 4.528990656041468 6
3 4.8416332297666305 5
4 9.069386599847473 2
5 2.394064768064561 11
6 0.150675581217532 19
7 2.3458000000000006 13
8 0.0 20
9 9.171990841436058 1
10 0.5413083840246218 18
11 3.4473193027422777 8
12 2.3735480828399855 12
13 1.2626636261052369 17
14 1.6237462512896312 15
15 2.112676892388917 14
16 5.757578302064886 4
17 2.4680835382826185 10
18 1.4411511961104986 16
19 3.9265940224438514 7
20 2.470292035403424 9
