i w_i r_i
1 2.9366860000000004 5
2 4.326380500000001 1
3 3.4681231000000006 3
4 3.66697 2
5 2.7658880000000003 7
6 2.6858355000000005 9
7 2.8138306 6
8 2.7232415000000003 8
9 3.1573297000000005 4
10 2.2515878000000003 11
11 2.4914823000000004 10
12 1.639389 15
13 1.6742620000000001 14
14 2.1570290000000005 12
15 1.0804935000000004 19
16 1.4719794999999998 17
17 1.1682895000000002 18
18 1.605575 16
19 1.7056875 13
20 0.0 20
