i w_i r_i
1 7.080832893740098 4
2 8.45964300599614 2
3 5.55127849721678 9
4 6.739880704793425 5
5 6.151337723823634 6
6 8.297485534801755 3
7 10.083637723767758 1
8 3.4086218239318704 13
9 4.148121503024196 12
10 4.32609876959277 11
11 5.646932441563331 8
12 2.044710751498642 16
13 0.0 20
14 6.094037723770246 7
15 1.0171545331690788 19
16 2.4855377237607623 14
17 2.1426118553709683 15
18 4.391643006009198 10
19 1.780860751500287 17
20 1.2811324412598846 18
