i w_i r_i
1 9.518014273559348 1
2 0.5573714284517184 17
3 4.946614286796868 6
4 8.523164285423563 2
5 7.064814285423642 4
6 7.1762999998443275 3
7 5.519014286796807 5
8 4.704342857008463 7
9 3.266142858345271 11
10 0.0 18
11 4.642514286796901 8
12 2.1897857156396574 14
13 2.1672142867971678 15
14 1.8916642871003657 16
15 4.494814286796917 9
16 3.6029142867970134 10
17 3.016814286797077 12
18 2.650064287100235 13
