i w_i r_i
1 11.374404330740322 3
2 14.860742753247873 1
3 11.097230539622942 4
4 10.62861608632537 6
5 7.996542753547011 9
6 9.841932634708838 7
7 13.305970126330225 2
8 7.177021235434995 11
9 8.143377985329153 8
10 7.680317826535661 10
11 0.0 20
12 2.062529419958012 15
13 4.680142988778374 12
14 1.9937390702733673 16
15 3.16378414752754 14
16 3.708306439981193 13
17 0.45027038359175187 18
18 0.19346526966948652 19
19 0.6565627831218919 17
20 10.63000643993014 5
