i w_i r_i
1 7.2248527176787505 1
2 5.28058740571909 6
3 7.141371463119187 2
4 4.142142729453362 11
5 4.275482089827282 10
6 1.9613946693931414 15
7 4.617009681981916 9
8 5.0611945917086265 7
9 0.0 20
10 1.4821556757159788 17
11 5.366178349261901 5
12 5.528831295881642 4
13 1.9711782470924382 14
14 0.6312771771405958 19
15 5.986072289498536 3
16 4.744326322031328 8
17 2.919452672741662 12
18 1.9087836474352045 16
19 1.4055164551796406 18
20 2.2033812106616684 13
