i w_i r_i
1 13.534200000307603 1
2 7.7570000000210095 12
3 7.573599999915842 14
4 12.616600000107834 3
5 9.96710000005054 8
6 10.038900000021009 7
7 12.183800000102647 4
8 7.595499999884855 13
9 8.893299999920735 10
10 6.248700000075059 15
11 12.748600000102646 2
12 8.333999999918703 11
13 8.897400000069235 9
14 2.266000000117563 19
15 3.416800000393793 16
16 2.9054000001035174 17
17 10.644700000107838 6
18 0.0 20
19 11.200300000107838 5
20 2.5244000000740314 18
