i w_i r_i
1 8.17502885017423 1
2 2.1710644250871054 13
3 7.6722080662020655 4
4 7.73739999999996 3
5 7.975458066202066 2
6 6.297147665505129 5
7 0.5460851219512608 16
8 0.0 20
9 5.237256986062699 7
10 1.8514382578397337 14
11 0.9891144250871058 15
12 2.62582885017421 11
13 2.2200045993031763 12
14 5.355619233449467 6
15 3.9030288501742083 9
16 3.261511533101089 10
17 4.100006986062699 8
18 0.35094766550524037 17
19 0.2956626829268325 18
20 0.09940961672474291 19
