i w_i r_i
1 10.632405018052033 1
2 10.557771203414962 2
3 8.333889781302421 4
4 6.867201258880831 6
5 9.991678452491389 3
6 7.773932790561749 5
7 5.930705003165131 7
8 4.905591450232357 8
9 2.195705153468749 16
10 1.332457192364176 18
11 2.4461651744456034 15
12 1.886775944813182 17
13 2.9631723479167347 11
14 4.104105076671046 9
15 2.7260977274456364 12
16 2.6955711919436918 13
17 3.7768684471414087 10
18 2.493412994181534 14
19 0.0 20
20 0.4228425715918487 19
