i w_i r_i
1 9.51431520788222 4
2 6.914594099041771 11
3 10.339618453862604 2
4 10.20020017916217 3
5 7.231925552092731 8
6 0.0 20
7 5.74212396982842 13
8 8.418043490426495 6
9 4.5347404999702405 16
10 5.568615149812336 14
11 11.116225547804804 1
12 5.874895423388768 12
13 4.226242794322744 17
14 7.074518450883727 9
15 8.43044121526094 5
16 7.248777826052583 7
17 7.010887494171174 10
18 5.35174715076487 15
19 3.5117999858621416 19
20 3.831376462918875 18
