i w_i r_i
1 8.808900000008055 2
2 4.911500000005482 8
3 8.952699999878753 1
4 7.317700000026638 4
5 2.811400000005004 11
6 6.831800000019811 6
7 4.887700000035492 9
8 0.0 20
9 3.780300000005004 10
10 0.3255999999490937 18
11 1.8290000000354891 14
12 0.9198000000049995 17
13 6.222100000019809 7
14 6.8432999999902835 5
15 1.5017000000354903 15
16 0.11900000000497268 19
17 8.171000000005485 3
18 2.3381000000049768 12
19 1.2067000000050023 16
20 1.8825000000689833 13
