i w_i r_i
1 5.996142303456567 6
2 0.0 20
3 4.682410850459744 10
4 6.581709556253722 5
5 3.066527572078394 15
6 5.593959443117219 8
7 3.818358507649994 14
8 8.531259443117216 1
9 1.6375498147549967 18
10 5.238359443117219 9
11 7.646327246283063 2
12 4.196348598576099 12
13 5.73245148097243 7
14 1.8025514809724235 17
15 7.148128783132076 4
16 7.638122004804373 3
17 1.9893666627101019 16
18 4.234326920487727 11
19 4.1708306418902685 13
20 1.0826269243738826 19
