n1,n2,fij
1,2,-1.7685e+00
1,3,-3.7958e+00
1,4,-2.9332e+00
1,5,-5.1808e+00
1,6,-3.0200e+00
2,3,2.5749e+00
2,4,4.7311e-01
2,5,5.5714e-01
2,6,-1.3155e+00
3,4,1.9464e+00
3,5,-1.6830e+00
3,6,-9.0465e-01
4,5,-1.0156e+00
4,6,-2.8343e+00
5,6,1.8570e+00
