i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 0.7158884699999999 1 93.0
2 0.46255788 7 80.0
3 0.42905277 8 78.0
4 0.5466134149999999 3 77.0
5 0.373897845 9 58.0
6 0.34438602 10 55.0
7 0.5055355899999999 4 55.0
8 0.48269932 6 54.0
9 0.25193604 15 52.0
10 0.5770211249999999 2 51.0
11 0.19181862000000002 17 48.0
12 0.21784537 16 47.0
13 0.0 20 45.0
14 0.288051815 12 41.0
15 0.49984991999999995 5 38.0
16 0.07924307000000003 19 38.0
17 0.33427650000000003 11 38.0
18 0.28343598999999997 13 37.0
19 0.25578922 14 33.0
20 0.18504842 18 26.0
