i w[i]=w_i r[i]=r_i tr[i]=tr_i
1 1.4680087000000004 1 93.0
2 0.8292007000000001 5 80.0
3 0.8152246650000001 6 78.0
4 0.8806466000000002 4 77.0
5 0.6746444500000001 8 58.0
6 0.5324477000000001 12 55.0
7 0.7014005500000001 7 55.0
8 0.9199927000000001 2 54.0
9 0.0 20 52.0
10 0.3236314500000001 16 51.0
11 0.61256785 9 48.0
12 0.4784147500000001 13 47.0
13 0.25661260000000014 17 45.0
14 0.24024669999999998 18 41.0
15 0.9193267 3 38.0
16 0.54965555 10 38.0
17 0.5409548000000001 11 38.0
18 0.327575 15 37.0
19 0.12472629999999996 19 33.0
20 0.385516235 14 26.0
