i,j,fij
1,2,-13
1,3,-21
1,4,-20
1,5,-16
1,6,-21
1,7,-23
1,8,-29
1,9,-28
1,10,-37
1,11,-37
1,12,-39
1,13,-38
1,14,-33
1,15,-34
1,16,-33
1,17,-36
1,18,-36
1,19,-42
1,20,-41
2,3,-8
2,4,-7
2,5,-3
2,6,-8
2,7,-10
2,8,-16
2,9,-15
2,10,-24
2,11,-24
2,12,-26
2,13,-25
2,14,-20
2,15,-21
2,16,-20
2,17,-23
2,18,-23
2,19,-29
2,20,-28
3,4,1
3,5,5
3,6,0
3,7,-2
3,8,-8
3,9,-7
3,10,-16
3,11,-16
3,12,-18
3,13,-17
3,14,-12
3,15,-13
3,16,-12
3,17,-15
3,18,-15
3,19,-21
3,20,-20
4,5,4
4,6,-1
4,7,-3
4,8,-9
4,9,-8
4,10,-17
4,11,-17
4,12,-19
4,13,-18
4,14,-13
4,15,-14
4,16,-13
4,17,-16
4,18,-16
4,19,-22
4,20,-21
5,6,-5
5,7,-7
5,8,-13
5,9,-12
5,10,-21
5,11,-21
5,12,-23
5,13,-22
5,14,-17
5,15,-18
5,16,-17
5,17,-20
5,18,-20
5,19,-26
5,20,-25
6,7,-2
6,8,-8
6,9,-7
6,10,-16
6,11,-16
6,12,-18
6,13,-17
6,14,-12
6,15,-13
6,16,-12
6,17,-15
6,18,-15
6,19,-21
6,20,-20
7,8,-6
7,9,-5
7,10,-14
7,11,-14
7,12,-16
7,13,-15
7,14,-10
7,15,-11
7,16,-10
7,17,-13
7,18,-13
7,19,-19
7,20,-18
8,9,1
8,10,-8
8,11,-8
8,12,-10
8,13,-9
8,14,-4
8,15,-5
8,16,-4
8,17,-7
8,18,-7
8,19,-13
8,20,-12
9,10,-9
9,11,-9
9,12,-11
9,13,-10
9,14,-5
9,15,-6
9,16,-5
9,17,-8
9,18,-8
9,19,-14
9,20,-13
10,11,0
10,12,-2
10,13,-1
10,14,4
10,15,3
10,16,4
10,17,1
10,18,1
10,19,-5
10,20,-4
11,12,-2
11,13,-1
11,14,4
11,15,3
11,16,4
11,17,1
11,18,1
11,19,-5
11,20,-4
12,13,1
12,14,6
12,15,5
12,16,6
12,17,3
12,18,3
12,19,-3
12,20,-2
13,14,5
13,15,4
13,16,5
13,17,2
13,18,2
13,19,-4
13,20,-3
14,15,-1
14,16,0
14,17,-3
14,18,-3
14,19,-9
14,20,-8
15,16,1
15,17,-2
15,18,-2
15,19,-8
15,20,-7
16,17,-3
16,18,-3
16,19,-9
16,20,-8
17,18,0
17,19,-6
17,20,-5
18,19,-6
18,20,-5
19,20,1
