i,j,fij
1,2,-16
1,3,-17
1,4,-17
1,5,-28
1,6,-33
1,7,-35
1,8,-44
1,9,-41
1,10,-46
1,11,-53
1,12,-46
1,13,-51
1,14,-49
1,15,-48
1,16,-52
1,17,-56
1,18,-57
1,19,-53
1,20,-64
2,3,-1
2,4,-1
2,5,-12
2,6,-17
2,7,-19
2,8,-28
2,9,-25
2,10,-30
2,11,-37
2,12,-30
2,13,-35
2,14,-33
2,15,-32
2,16,-36
2,17,-40
2,18,-41
2,19,-37
2,20,-48
3,4,0
3,5,-11
3,6,-16
3,7,-18
3,8,-27
3,9,-24
3,10,-29
3,11,-36
3,12,-29
3,13,-34
3,14,-32
3,15,-31
3,16,-35
3,17,-39
3,18,-40
3,19,-36
3,20,-47
4,5,-11
4,6,-16
4,7,-18
4,8,-27
4,9,-24
4,10,-29
4,11,-36
4,12,-29
4,13,-34
4,14,-32
4,15,-31
4,16,-35
4,17,-39
4,18,-40
4,19,-36
4,20,-47
5,6,-5
5,7,-7
5,8,-16
5,9,-13
5,10,-18
5,11,-25
5,12,-18
5,13,-23
5,14,-21
5,15,-20
5,16,-24
5,17,-28
5,18,-29
5,19,-25
5,20,-36
6,7,-2
6,8,-11
6,9,-8
6,10,-13
6,11,-20
6,12,-13
6,13,-18
6,14,-16
6,15,-15
6,16,-19
6,17,-23
6,18,-24
6,19,-20
6,20,-31
7,8,-9
7,9,-6
7,10,-11
7,11,-18
7,12,-11
7,13,-16
7,14,-14
7,15,-13
7,16,-17
7,17,-21
7,18,-22
7,19,-18
7,20,-29
8,9,3
8,10,-2
8,11,-9
8,12,-2
8,13,-7
8,14,-5
8,15,-4
8,16,-8
8,17,-12
8,18,-13
8,19,-9
8,20,-20
9,10,-5
9,11,-12
9,12,-5
9,13,-10
9,14,-8
9,15,-7
9,16,-11
9,17,-15
9,18,-16
9,19,-12
9,20,-23
10,11,-7
10,12,0
10,13,-5
10,14,-3
10,15,-2
10,16,-6
10,17,-10
10,18,-11
10,19,-7
10,20,-18
11,12,7
11,13,2
11,14,4
11,15,5
11,16,1
11,17,-3
11,18,-4
11,19,0
11,20,-11
12,13,-5
12,14,-3
12,15,-2
12,16,-6
12,17,-10
12,18,-11
12,19,-7
12,20,-18
13,14,2
13,15,3
13,16,-1
13,17,-5
13,18,-6
13,19,-2
13,20,-13
14,15,1
14,16,-3
14,17,-7
14,18,-8
14,19,-4
14,20,-15
15,16,-4
15,17,-8
15,18,-9
15,19,-5
15,20,-16
16,17,-4
16,18,-5
16,19,-1
16,20,-12
17,18,-1
17,19,3
17,20,-8
18,19,4
18,20,-7
19,20,-11
