i,j,fij
1,2,-5
1,3,-5
1,4,-12
1,5,-9
1,6,-9
1,7,-12
1,8,-17
1,9,-16
1,10,-11
1,11,-22
1,12,-18
1,13,-17
1,14,-10
1,15,-14
1,16,-13
1,17,-13
1,18,-17
1,19,-17
1,20,-15
2,3,0
2,4,-7
2,5,-4
2,6,-4
2,7,-7
2,8,-12
2,9,-11
2,10,-6
2,11,-17
2,12,-13
2,13,-12
2,14,-5
2,15,-9
2,16,-8
2,17,-8
2,18,-12
2,19,-12
2,20,-10
3,4,-7
3,5,-4
3,6,-4
3,7,-7
3,8,-12
3,9,-11
3,10,-6
3,11,-17
3,12,-13
3,13,-12
3,14,-5
3,15,-9
3,16,-8
3,17,-8
3,18,-12
3,19,-12
3,20,-10
4,5,3
4,6,3
4,7,0
4,8,-5
4,9,-4
4,10,1
4,11,-10
4,12,-6
4,13,-5
4,14,2
4,15,-2
4,16,-1
4,17,-1
4,18,-5
4,19,-5
4,20,-3
5,6,0
5,7,-3
5,8,-8
5,9,-7
5,10,-2
5,11,-13
5,12,-9
5,13,-8
5,14,-1
5,15,-5
5,16,-4
5,17,-4
5,18,-8
5,19,-8
5,20,-6
6,7,-3
6,8,-8
6,9,-7
6,10,-2
6,11,-13
6,12,-9
6,13,-8
6,14,-1
6,15,-5
6,16,-4
6,17,-4
6,18,-8
6,19,-8
6,20,-6
7,8,-5
7,9,-4
7,10,1
7,11,-10
7,12,-6
7,13,-5
7,14,2
7,15,-2
7,16,-1
7,17,-1
7,18,-5
7,19,-5
7,20,-3
8,9,1
8,10,6
8,11,-5
8,12,-1
8,13,0
8,14,7
8,15,3
8,16,4
8,17,4
8,18,0
8,19,0
8,20,2
9,10,5
9,11,-6
9,12,-2
9,13,-1
9,14,6
9,15,2
9,16,3
9,17,3
9,18,-1
9,19,-1
9,20,1
10,11,-11
10,12,-7
10,13,-6
10,14,1
10,15,-3
10,16,-2
10,17,-2
10,18,-6
10,19,-6
10,20,-4
11,12,4
11,13,5
11,14,12
11,15,8
11,16,9
11,17,9
11,18,5
11,19,5
11,20,7
12,13,1
12,14,8
12,15,4
12,16,5
12,17,5
12,18,1
12,19,1
12,20,3
13,14,7
13,15,3
13,16,4
13,17,4
13,18,0
13,19,0
13,20,2
14,15,-4
14,16,-3
14,17,-3
14,18,-7
14,19,-7
14,20,-5
15,16,1
15,17,1
15,18,-3
15,19,-3
15,20,-1
16,17,0
16,18,-4
16,19,-4
16,20,-2
17,18,-4
17,19,-4
17,20,-2
18,19,0
18,20,2
19,20,2
