i,j,fij
1,2,-15
1,3,-21
1,4,-18
1,5,-16
1,6,-23
1,7,-28
1,8,-35
1,9,-32
1,10,-40
1,11,-40
1,12,-41
1,13,-40
1,14,-37
1,15,-39
1,16,-38
1,17,-42
1,18,-42
1,19,-46
1,20,-46
2,3,-6
2,4,-3
2,5,-1
2,6,-8
2,7,-13
2,8,-20
2,9,-17
2,10,-25
2,11,-25
2,12,-26
2,13,-25
2,14,-22
2,15,-24
2,16,-23
2,17,-27
2,18,-27
2,19,-31
2,20,-31
3,4,3
3,5,5
3,6,-2
3,7,-7
3,8,-14
3,9,-11
3,10,-19
3,11,-19
3,12,-20
3,13,-19
3,14,-16
3,15,-18
3,16,-17
3,17,-21
3,18,-21
3,19,-25
3,20,-25
4,5,2
4,6,-5
4,7,-10
4,8,-17
4,9,-14
4,10,-22
4,11,-22
4,12,-23
4,13,-22
4,14,-19
4,15,-21
4,16,-20
4,17,-24
4,18,-24
4,19,-28
4,20,-28
5,6,-7
5,7,-12
5,8,-19
5,9,-16
5,10,-24
5,11,-24
5,12,-25
5,13,-24
5,14,-21
5,15,-23
5,16,-22
5,17,-26
5,18,-26
5,19,-30
5,20,-30
6,7,-5
6,8,-12
6,9,-9
6,10,-17
6,11,-17
6,12,-18
6,13,-17
6,14,-14
6,15,-16
6,16,-15
6,17,-19
6,18,-19
6,19,-23
6,20,-23
7,8,-7
7,9,-4
7,10,-12
7,11,-12
7,12,-13
7,13,-12
7,14,-9
7,15,-11
7,16,-10
7,17,-14
7,18,-14
7,19,-18
7,20,-18
8,9,3
8,10,-5
8,11,-5
8,12,-6
8,13,-5
8,14,-2
8,15,-4
8,16,-3
8,17,-7
8,18,-7
8,19,-11
8,20,-11
9,10,-8
9,11,-8
9,12,-9
9,13,-8
9,14,-5
9,15,-7
9,16,-6
9,17,-10
9,18,-10
9,19,-14
9,20,-14
10,11,0
10,12,-1
10,13,0
10,14,3
10,15,1
10,16,2
10,17,-2
10,18,-2
10,19,-6
10,20,-6
11,12,-1
11,13,0
11,14,3
11,15,1
11,16,2
11,17,-2
11,18,-2
11,19,-6
11,20,-6
12,13,1
12,14,4
12,15,2
12,16,3
12,17,-1
12,18,-1
12,19,-5
12,20,-5
13,14,3
13,15,1
13,16,2
13,17,-2
13,18,-2
13,19,-6
13,20,-6
14,15,-2
14,16,-1
14,17,-5
14,18,-5
14,19,-9
14,20,-9
15,16,1
15,17,-3
15,18,-3
15,19,-7
15,20,-7
16,17,-4
16,18,-4
16,19,-8
16,20,-8
17,18,0
17,19,-4
17,20,-4
18,19,-4
18,20,-4
19,20,0
