i,j,fij
1,2,-15
1,3,-22
1,4,-18
1,5,-14
1,6,-21
1,7,-25
1,8,-32
1,9,-32
1,10,-40
1,11,-40
1,12,-38
1,13,-41
1,14,-34
1,15,-36
1,16,-35
1,17,-39
1,18,-39
1,19,-43
1,20,-43
2,3,-7
2,4,-3
2,5,1
2,6,-6
2,7,-10
2,8,-17
2,9,-17
2,10,-25
2,11,-25
2,12,-23
2,13,-26
2,14,-19
2,15,-21
2,16,-20
2,17,-24
2,18,-24
2,19,-28
2,20,-28
3,4,4
3,5,8
3,6,1
3,7,-3
3,8,-10
3,9,-10
3,10,-18
3,11,-18
3,12,-16
3,13,-19
3,14,-12
3,15,-14
3,16,-13
3,17,-17
3,18,-17
3,19,-21
3,20,-21
4,5,4
4,6,-3
4,7,-7
4,8,-14
4,9,-14
4,10,-22
4,11,-22
4,12,-20
4,13,-23
4,14,-16
4,15,-18
4,16,-17
4,17,-21
4,18,-21
4,19,-25
4,20,-25
5,6,-7
5,7,-11
5,8,-18
5,9,-18
5,10,-26
5,11,-26
5,12,-24
5,13,-27
5,14,-20
5,15,-22
5,16,-21
5,17,-25
5,18,-25
5,19,-29
5,20,-29
6,7,-4
6,8,-11
6,9,-11
6,10,-19
6,11,-19
6,12,-17
6,13,-20
6,14,-13
6,15,-15
6,16,-14
6,17,-18
6,18,-18
6,19,-22
6,20,-22
7,8,-7
7,9,-7
7,10,-15
7,11,-15
7,12,-13
7,13,-16
7,14,-9
7,15,-11
7,16,-10
7,17,-14
7,18,-14
7,19,-18
7,20,-18
8,9,0
8,10,-8
8,11,-8
8,12,-6
8,13,-9
8,14,-2
8,15,-4
8,16,-3
8,17,-7
8,18,-7
8,19,-11
8,20,-11
9,10,-8
9,11,-8
9,12,-6
9,13,-9
9,14,-2
9,15,-4
9,16,-3
9,17,-7
9,18,-7
9,19,-11
9,20,-11
10,11,0
10,12,2
10,13,-1
10,14,6
10,15,4
10,16,5
10,17,1
10,18,1
10,19,-3
10,20,-3
11,12,2
11,13,-1
11,14,6
11,15,4
11,16,5
11,17,1
11,18,1
11,19,-3
11,20,-3
12,13,-3
12,14,4
12,15,2
12,16,3
12,17,-1
12,18,-1
12,19,-5
12,20,-5
13,14,7
13,15,5
13,16,6
13,17,2
13,18,2
13,19,-2
13,20,-2
14,15,-2
14,16,-1
14,17,-5
14,18,-5
14,19,-9
14,20,-9
15,16,1
15,17,-3
15,18,-3
15,19,-7
15,20,-7
16,17,-4
16,18,-4
16,19,-8
16,20,-8
17,18,0
17,19,-4
17,20,-4
18,19,-4
18,20,-4
19,20,0
