i,j,fij
1,2,-5
1,3,-8
1,4,-12
1,5,-9
1,6,-9
1,7,-12
1,8,-20
1,9,-16
1,10,-14
1,11,-24
1,12,-21
1,13,-19
1,14,-13
1,15,-16
1,16,-16
1,17,-15
1,18,-17
1,19,-20
1,20,-18
2,3,-3
2,4,-7
2,5,-4
2,6,-4
2,7,-7
2,8,-15
2,9,-11
2,10,-9
2,11,-19
2,12,-16
2,13,-14
2,14,-8
2,15,-11
2,16,-11
2,17,-10
2,18,-12
2,19,-15
2,20,-13
3,4,-4
3,5,-1
3,6,-1
3,7,-4
3,8,-12
3,9,-8
3,10,-6
3,11,-16
3,12,-13
3,13,-11
3,14,-5
3,15,-8
3,16,-8
3,17,-7
3,18,-9
3,19,-12
3,20,-10
4,5,3
4,6,3
4,7,0
4,8,-8
4,9,-4
4,10,-2
4,11,-12
4,12,-9
4,13,-7
4,14,-1
4,15,-4
4,16,-4
4,17,-3
4,18,-5
4,19,-8
4,20,-6
5,6,0
5,7,-3
5,8,-11
5,9,-7
5,10,-5
5,11,-15
5,12,-12
5,13,-10
5,14,-4
5,15,-7
5,16,-7
5,17,-6
5,18,-8
5,19,-11
5,20,-9
6,7,-3
6,8,-11
6,9,-7
6,10,-5
6,11,-15
6,12,-12
6,13,-10
6,14,-4
6,15,-7
6,16,-7
6,17,-6
6,18,-8
6,19,-11
6,20,-9
7,8,-8
7,9,-4
7,10,-2
7,11,-12
7,12,-9
7,13,-7
7,14,-1
7,15,-4
7,16,-4
7,17,-3
7,18,-5
7,19,-8
7,20,-6
8,9,4
8,10,6
8,11,-4
8,12,-1
8,13,1
8,14,7
8,15,4
8,16,4
8,17,5
8,18,3
8,19,0
8,20,2
9,10,2
9,11,-8
9,12,-5
9,13,-3
9,14,3
9,15,0
9,16,0
9,17,1
9,18,-1
9,19,-4
9,20,-2
10,11,-10
10,12,-7
10,13,-5
10,14,1
10,15,-2
10,16,-2
10,17,-1
10,18,-3
10,19,-6
10,20,-4
11,12,3
11,13,5
11,14,11
11,15,8
11,16,8
11,17,9
11,18,7
11,19,4
11,20,6
12,13,2
12,14,8
12,15,5
12,16,5
12,17,6
12,18,4
12,19,1
12,20,3
13,14,6
13,15,3
13,16,3
13,17,4
13,18,2
13,19,-1
13,20,1
14,15,-3
14,16,-3
14,17,-2
14,18,-4
14,19,-7
14,20,-5
15,16,0
15,17,1
15,18,-1
15,19,-4
15,20,-2
16,17,1
16,18,-1
16,19,-4
16,20,-2
17,18,-2
17,19,-5
17,20,-3
18,19,-3
18,20,-1
19,20,2
