i,j,fij
1,2,0
1,3,0
1,4,-2
1,5,-3
1,6,0
1,7,0
1,8,0
1,9,-3
1,10,-3
1,11,-3
1,12,-3
1,13,-3
1,14,-2
1,15,-3
1,16,0
1,17,-2
1,18,-3
1,19,-2
1,20,0
2,3,0
2,4,-2
2,5,-3
2,6,0
2,7,0
2,8,0
2,9,-3
2,10,-3
2,11,-3
2,12,-3
2,13,-3
2,14,-2
2,15,-3
2,16,0
2,17,-2
2,18,-3
2,19,-2
2,20,0
3,4,-2
3,5,-3
3,6,0
3,7,0
3,8,0
3,9,-3
3,10,-3
3,11,-3
3,12,-3
3,13,-3
3,14,-2
3,15,-3
3,16,0
3,17,-2
3,18,-3
3,19,-2
3,20,0
4,5,-1
4,6,2
4,7,2
4,8,2
4,9,-1
4,10,-1
4,11,-1
4,12,-1
4,13,-1
4,14,0
4,15,-1
4,16,2
4,17,0
4,18,-1
4,19,0
4,20,2
5,6,3
5,7,3
5,8,3
5,9,0
5,10,0
5,11,0
5,12,0
5,13,0
5,14,1
5,15,0
5,16,3
5,17,1
5,18,0
5,19,1
5,20,3
6,7,0
6,8,0
6,9,-3
6,10,-3
6,11,-3
6,12,-3
6,13,-3
6,14,-2
6,15,-3
6,16,0
6,17,-2
6,18,-3
6,19,-2
6,20,0
7,8,0
7,9,-3
7,10,-3
7,11,-3
7,12,-3
7,13,-3
7,14,-2
7,15,-3
7,16,0
7,17,-2
7,18,-3
7,19,-2
7,20,0
8,9,-3
8,10,-3
8,11,-3
8,12,-3
8,13,-3
8,14,-2
8,15,-3
8,16,0
8,17,-2
8,18,-3
8,19,-2
8,20,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,1
9,15,0
9,16,3
9,17,1
9,18,0
9,19,1
9,20,3
10,11,0
10,12,0
10,13,0
10,14,1
10,15,0
10,16,3
10,17,1
10,18,0
10,19,1
10,20,3
11,12,0
11,13,0
11,14,1
11,15,0
11,16,3
11,17,1
11,18,0
11,19,1
11,20,3
12,13,0
12,14,1
12,15,0
12,16,3
12,17,1
12,18,0
12,19,1
12,20,3
13,14,1
13,15,0
13,16,3
13,17,1
13,18,0
13,19,1
13,20,3
14,15,-1
14,16,2
14,17,0
14,18,-1
14,19,0
14,20,2
15,16,3
15,17,1
15,18,0
15,19,1
15,20,3
16,17,-2
16,18,-3
16,19,-2
16,20,0
17,18,-1
17,19,0
17,20,2
18,19,1
18,20,3
19,20,2
