i,j,fij
1,2,-15
1,3,-20
1,4,-18
1,5,-18
1,6,-26
1,7,-33
1,8,-37
1,9,-34
1,10,-44
1,11,-42
1,12,-40
1,13,-41
1,14,-41
1,15,-44
1,16,-44
1,17,-45
1,18,-44
1,19,-45
1,20,-48
2,3,-5
2,4,-3
2,5,-3
2,6,-11
2,7,-18
2,8,-22
2,9,-19
2,10,-29
2,11,-27
2,12,-25
2,13,-26
2,14,-26
2,15,-29
2,16,-29
2,17,-30
2,18,-29
2,19,-30
2,20,-33
3,4,2
3,5,2
3,6,-6
3,7,-13
3,8,-17
3,9,-14
3,10,-24
3,11,-22
3,12,-20
3,13,-21
3,14,-21
3,15,-24
3,16,-24
3,17,-25
3,18,-24
3,19,-25
3,20,-28
4,5,0
4,6,-8
4,7,-15
4,8,-19
4,9,-16
4,10,-26
4,11,-24
4,12,-22
4,13,-23
4,14,-23
4,15,-26
4,16,-26
4,17,-27
4,18,-26
4,19,-27
4,20,-30
5,6,-8
5,7,-15
5,8,-19
5,9,-16
5,10,-26
5,11,-24
5,12,-22
5,13,-23
5,14,-23
5,15,-26
5,16,-26
5,17,-27
5,18,-26
5,19,-27
5,20,-30
6,7,-7
6,8,-11
6,9,-8
6,10,-18
6,11,-16
6,12,-14
6,13,-15
6,14,-15
6,15,-18
6,16,-18
6,17,-19
6,18,-18
6,19,-19
6,20,-22
7,8,-4
7,9,-1
7,10,-11
7,11,-9
7,12,-7
7,13,-8
7,14,-8
7,15,-11
7,16,-11
7,17,-12
7,18,-11
7,19,-12
7,20,-15
8,9,3
8,10,-7
8,11,-5
8,12,-3
8,13,-4
8,14,-4
8,15,-7
8,16,-7
8,17,-8
8,18,-7
8,19,-8
8,20,-11
9,10,-10
9,11,-8
9,12,-6
9,13,-7
9,14,-7
9,15,-10
9,16,-10
9,17,-11
9,18,-10
9,19,-11
9,20,-14
10,11,2
10,12,4
10,13,3
10,14,3
10,15,0
10,16,0
10,17,-1
10,18,0
10,19,-1
10,20,-4
11,12,2
11,13,1
11,14,1
11,15,-2
11,16,-2
11,17,-3
11,18,-2
11,19,-3
11,20,-6
12,13,-1
12,14,-1
12,15,-4
12,16,-4
12,17,-5
12,18,-4
12,19,-5
12,20,-8
13,14,0
13,15,-3
13,16,-3
13,17,-4
13,18,-3
13,19,-4
13,20,-7
14,15,-3
14,16,-3
14,17,-4
14,18,-3
14,19,-4
14,20,-7
15,16,0
15,17,-1
15,18,0
15,19,-1
15,20,-4
16,17,-1
16,18,0
16,19,-1
16,20,-4
17,18,1
17,19,0
17,20,-3
18,19,-1
18,20,-4
19,20,-3
