i,j,fij
1,2,0
1,3,-3
1,4,-3
1,5,-1
1,6,-4
1,7,-3
1,8,-6
1,9,-7
1,10,-4
1,11,-10
1,12,-10
1,13,-7
1,14,-2
1,15,-6
1,16,-3
1,17,-5
1,18,-5
1,19,-6
1,20,-3
2,3,-3
2,4,-3
2,5,-1
2,6,-4
2,7,-3
2,8,-6
2,9,-7
2,10,-4
2,11,-10
2,12,-10
2,13,-7
2,14,-2
2,15,-6
2,16,-3
2,17,-5
2,18,-5
2,19,-6
2,20,-3
3,4,0
3,5,2
3,6,-1
3,7,0
3,8,-3
3,9,-4
3,10,-1
3,11,-7
3,12,-7
3,13,-4
3,14,1
3,15,-3
3,16,0
3,17,-2
3,18,-2
3,19,-3
3,20,0
4,5,2
4,6,-1
4,7,0
4,8,-3
4,9,-4
4,10,-1
4,11,-7
4,12,-7
4,13,-4
4,14,1
4,15,-3
4,16,0
4,17,-2
4,18,-2
4,19,-3
4,20,0
5,6,-3
5,7,-2
5,8,-5
5,9,-6
5,10,-3
5,11,-9
5,12,-9
5,13,-6
5,14,-1
5,15,-5
5,16,-2
5,17,-4
5,18,-4
5,19,-5
5,20,-2
6,7,1
6,8,-2
6,9,-3
6,10,0
6,11,-6
6,12,-6
6,13,-3
6,14,2
6,15,-2
6,16,1
6,17,-1
6,18,-1
6,19,-2
6,20,1
7,8,-3
7,9,-4
7,10,-1
7,11,-7
7,12,-7
7,13,-4
7,14,1
7,15,-3
7,16,0
7,17,-2
7,18,-2
7,19,-3
7,20,0
8,9,-1
8,10,2
8,11,-4
8,12,-4
8,13,-1
8,14,4
8,15,0
8,16,3
8,17,1
8,18,1
8,19,0
8,20,3
9,10,3
9,11,-3
9,12,-3
9,13,0
9,14,5
9,15,1
9,16,4
9,17,2
9,18,2
9,19,1
9,20,4
10,11,-6
10,12,-6
10,13,-3
10,14,2
10,15,-2
10,16,1
10,17,-1
10,18,-1
10,19,-2
10,20,1
11,12,0
11,13,3
11,14,8
11,15,4
11,16,7
11,17,5
11,18,5
11,19,4
11,20,7
12,13,3
12,14,8
12,15,4
12,16,7
12,17,5
12,18,5
12,19,4
12,20,7
13,14,5
13,15,1
13,16,4
13,17,2
13,18,2
13,19,1
13,20,4
14,15,-4
14,16,-1
14,17,-3
14,18,-3
14,19,-4
14,20,-1
15,16,3
15,17,1
15,18,1
15,19,0
15,20,3
16,17,-2
16,18,-2
16,19,-3
16,20,0
17,18,0
17,19,-1
17,20,2
18,19,-1
18,20,2
19,20,3
