i,j,fij
1,2,-15
1,3,-21
1,4,-20
1,5,-16
1,6,-21
1,7,-25
1,8,-31
1,9,-31
1,10,-40
1,11,-40
1,12,-41
1,13,-40
1,14,-33
1,15,-37
1,16,-35
1,17,-39
1,18,-38
1,19,-45
1,20,-43
2,3,-6
2,4,-5
2,5,-1
2,6,-6
2,7,-10
2,8,-16
2,9,-16
2,10,-25
2,11,-25
2,12,-26
2,13,-25
2,14,-18
2,15,-22
2,16,-20
2,17,-24
2,18,-23
2,19,-30
2,20,-28
3,4,1
3,5,5
3,6,0
3,7,-4
3,8,-10
3,9,-10
3,10,-19
3,11,-19
3,12,-20
3,13,-19
3,14,-12
3,15,-16
3,16,-14
3,17,-18
3,18,-17
3,19,-24
3,20,-22
4,5,4
4,6,-1
4,7,-5
4,8,-11
4,9,-11
4,10,-20
4,11,-20
4,12,-21
4,13,-20
4,14,-13
4,15,-17
4,16,-15
4,17,-19
4,18,-18
4,19,-25
4,20,-23
5,6,-5
5,7,-9
5,8,-15
5,9,-15
5,10,-24
5,11,-24
5,12,-25
5,13,-24
5,14,-17
5,15,-21
5,16,-19
5,17,-23
5,18,-22
5,19,-29
5,20,-27
6,7,-4
6,8,-10
6,9,-10
6,10,-19
6,11,-19
6,12,-20
6,13,-19
6,14,-12
6,15,-16
6,16,-14
6,17,-18
6,18,-17
6,19,-24
6,20,-22
7,8,-6
7,9,-6
7,10,-15
7,11,-15
7,12,-16
7,13,-15
7,14,-8
7,15,-12
7,16,-10
7,17,-14
7,18,-13
7,19,-20
7,20,-18
8,9,0
8,10,-9
8,11,-9
8,12,-10
8,13,-9
8,14,-2
8,15,-6
8,16,-4
8,17,-8
8,18,-7
8,19,-14
8,20,-12
9,10,-9
9,11,-9
9,12,-10
9,13,-9
9,14,-2
9,15,-6
9,16,-4
9,17,-8
9,18,-7
9,19,-14
9,20,-12
10,11,0
10,12,-1
10,13,0
10,14,7
10,15,3
10,16,5
10,17,1
10,18,2
10,19,-5
10,20,-3
11,12,-1
11,13,0
11,14,7
11,15,3
11,16,5
11,17,1
11,18,2
11,19,-5
11,20,-3
12,13,1
12,14,8
12,15,4
12,16,6
12,17,2
12,18,3
12,19,-4
12,20,-2
13,14,7
13,15,3
13,16,5
13,17,1
13,18,2
13,19,-5
13,20,-3
14,15,-4
14,16,-2
14,17,-6
14,18,-5
14,19,-12
14,20,-10
15,16,2
15,17,-2
15,18,-1
15,19,-8
15,20,-6
16,17,-4
16,18,-3
16,19,-10
16,20,-8
17,18,1
17,19,-6
17,20,-4
18,19,-7
18,20,-5
19,20,2
