i,j,fij
1,2,-12
1,3,-20
1,4,-18
1,5,-15
1,6,-23
1,7,-31
1,8,-37
1,9,-31
1,10,-42
1,11,-40
1,12,-40
1,13,-39
1,14,-39
1,15,-42
1,16,-41
1,17,-43
1,18,-42
1,19,-45
1,20,-45
2,3,-8
2,4,-6
2,5,-3
2,6,-11
2,7,-19
2,8,-25
2,9,-19
2,10,-30
2,11,-28
2,12,-28
2,13,-27
2,14,-27
2,15,-30
2,16,-29
2,17,-31
2,18,-30
2,19,-33
2,20,-33
3,4,2
3,5,5
3,6,-3
3,7,-11
3,8,-17
3,9,-11
3,10,-22
3,11,-20
3,12,-20
3,13,-19
3,14,-19
3,15,-22
3,16,-21
3,17,-23
3,18,-22
3,19,-25
3,20,-25
4,5,3
4,6,-5
4,7,-13
4,8,-19
4,9,-13
4,10,-24
4,11,-22
4,12,-22
4,13,-21
4,14,-21
4,15,-24
4,16,-23
4,17,-25
4,18,-24
4,19,-27
4,20,-27
5,6,-8
5,7,-16
5,8,-22
5,9,-16
5,10,-27
5,11,-25
5,12,-25
5,13,-24
5,14,-24
5,15,-27
5,16,-26
5,17,-28
5,18,-27
5,19,-30
5,20,-30
6,7,-8
6,8,-14
6,9,-8
6,10,-19
6,11,-17
6,12,-17
6,13,-16
6,14,-16
6,15,-19
6,16,-18
6,17,-20
6,18,-19
6,19,-22
6,20,-22
7,8,-6
7,9,0
7,10,-11
7,11,-9
7,12,-9
7,13,-8
7,14,-8
7,15,-11
7,16,-10
7,17,-12
7,18,-11
7,19,-14
7,20,-14
8,9,6
8,10,-5
8,11,-3
8,12,-3
8,13,-2
8,14,-2
8,15,-5
8,16,-4
8,17,-6
8,18,-5
8,19,-8
8,20,-8
9,10,-11
9,11,-9
9,12,-9
9,13,-8
9,14,-8
9,15,-11
9,16,-10
9,17,-12
9,18,-11
9,19,-14
9,20,-14
10,11,2
10,12,2
10,13,3
10,14,3
10,15,0
10,16,1
10,17,-1
10,18,0
10,19,-3
10,20,-3
11,12,0
11,13,1
11,14,1
11,15,-2
11,16,-1
11,17,-3
11,18,-2
11,19,-5
11,20,-5
12,13,1
12,14,1
12,15,-2
12,16,-1
12,17,-3
12,18,-2
12,19,-5
12,20,-5
13,14,0
13,15,-3
13,16,-2
13,17,-4
13,18,-3
13,19,-6
13,20,-6
14,15,-3
14,16,-2
14,17,-4
14,18,-3
14,19,-6
14,20,-6
15,16,1
15,17,-1
15,18,0
15,19,-3
15,20,-3
16,17,-2
16,18,-1
16,19,-4
16,20,-4
17,18,1
17,19,-2
17,20,-2
18,19,-3
18,20,-3
19,20,0
