i,j,fij
1,2,-16
1,3,-22
1,4,-18
1,5,-27
1,6,-33
1,7,-36
1,8,-43
1,9,-46
1,10,-49
1,11,-52
1,12,-52
1,13,-55
1,14,-54
1,15,-52
1,16,-55
1,17,-58
1,18,-60
1,19,-57
1,20,-62
2,3,-6
2,4,-2
2,5,-11
2,6,-17
2,7,-20
2,8,-27
2,9,-30
2,10,-33
2,11,-36
2,12,-36
2,13,-39
2,14,-38
2,15,-36
2,16,-39
2,17,-42
2,18,-44
2,19,-41
2,20,-46
3,4,4
3,5,-5
3,6,-11
3,7,-14
3,8,-21
3,9,-24
3,10,-27
3,11,-30
3,12,-30
3,13,-33
3,14,-32
3,15,-30
3,16,-33
3,17,-36
3,18,-38
3,19,-35
3,20,-40
4,5,-9
4,6,-15
4,7,-18
4,8,-25
4,9,-28
4,10,-31
4,11,-34
4,12,-34
4,13,-37
4,14,-36
4,15,-34
4,16,-37
4,17,-40
4,18,-42
4,19,-39
4,20,-44
5,6,-6
5,7,-9
5,8,-16
5,9,-19
5,10,-22
5,11,-25
5,12,-25
5,13,-28
5,14,-27
5,15,-25
5,16,-28
5,17,-31
5,18,-33
5,19,-30
5,20,-35
6,7,-3
6,8,-10
6,9,-13
6,10,-16
6,11,-19
6,12,-19
6,13,-22
6,14,-21
6,15,-19
6,16,-22
6,17,-25
6,18,-27
6,19,-24
6,20,-29
7,8,-7
7,9,-10
7,10,-13
7,11,-16
7,12,-16
7,13,-19
7,14,-18
7,15,-16
7,16,-19
7,17,-22
7,18,-24
7,19,-21
7,20,-26
8,9,-3
8,10,-6
8,11,-9
8,12,-9
8,13,-12
8,14,-11
8,15,-9
8,16,-12
8,17,-15
8,18,-17
8,19,-14
8,20,-19
9,10,-3
9,11,-6
9,12,-6
9,13,-9
9,14,-8
9,15,-6
9,16,-9
9,17,-12
9,18,-14
9,19,-11
9,20,-16
10,11,-3
10,12,-3
10,13,-6
10,14,-5
10,15,-3
10,16,-6
10,17,-9
10,18,-11
10,19,-8
10,20,-13
11,12,0
11,13,-3
11,14,-2
11,15,0
11,16,-3
11,17,-6
11,18,-8
11,19,-5
11,20,-10
12,13,-3
12,14,-2
12,15,0
12,16,-3
12,17,-6
12,18,-8
12,19,-5
12,20,-10
13,14,1
13,15,3
13,16,0
13,17,-3
13,18,-5
13,19,-2
13,20,-7
14,15,2
14,16,-1
14,17,-4
14,18,-6
14,19,-3
14,20,-8
15,16,-3
15,17,-6
15,18,-8
15,19,-5
15,20,-10
16,17,-3
16,18,-5
16,19,-2
16,20,-7
17,18,-2
17,19,1
17,20,-4
18,19,3
18,20,-2
19,20,-5
