i,j,fij
1,2,-12
1,3,-18
1,4,-15
1,5,-15
1,6,-23
1,7,-28
1,8,-35
1,9,-31
1,10,-39
1,11,-37
1,12,-38
1,13,-37
1,14,-36
1,15,-39
1,16,-38
1,17,-41
1,18,-42
1,19,-45
1,20,-43
2,3,-6
2,4,-3
2,5,-3
2,6,-11
2,7,-16
2,8,-23
2,9,-19
2,10,-27
2,11,-25
2,12,-26
2,13,-25
2,14,-24
2,15,-27
2,16,-26
2,17,-29
2,18,-30
2,19,-33
2,20,-31
3,4,3
3,5,3
3,6,-5
3,7,-10
3,8,-17
3,9,-13
3,10,-21
3,11,-19
3,12,-20
3,13,-19
3,14,-18
3,15,-21
3,16,-20
3,17,-23
3,18,-24
3,19,-27
3,20,-25
4,5,0
4,6,-8
4,7,-13
4,8,-20
4,9,-16
4,10,-24
4,11,-22
4,12,-23
4,13,-22
4,14,-21
4,15,-24
4,16,-23
4,17,-26
4,18,-27
4,19,-30
4,20,-28
5,6,-8
5,7,-13
5,8,-20
5,9,-16
5,10,-24
5,11,-22
5,12,-23
5,13,-22
5,14,-21
5,15,-24
5,16,-23
5,17,-26
5,18,-27
5,19,-30
5,20,-28
6,7,-5
6,8,-12
6,9,-8
6,10,-16
6,11,-14
6,12,-15
6,13,-14
6,14,-13
6,15,-16
6,16,-15
6,17,-18
6,18,-19
6,19,-22
6,20,-20
7,8,-7
7,9,-3
7,10,-11
7,11,-9
7,12,-10
7,13,-9
7,14,-8
7,15,-11
7,16,-10
7,17,-13
7,18,-14
7,19,-17
7,20,-15
8,9,4
8,10,-4
8,11,-2
8,12,-3
8,13,-2
8,14,-1
8,15,-4
8,16,-3
8,17,-6
8,18,-7
8,19,-10
8,20,-8
9,10,-8
9,11,-6
9,12,-7
9,13,-6
9,14,-5
9,15,-8
9,16,-7
9,17,-10
9,18,-11
9,19,-14
9,20,-12
10,11,2
10,12,1
10,13,2
10,14,3
10,15,0
10,16,1
10,17,-2
10,18,-3
10,19,-6
10,20,-4
11,12,-1
11,13,0
11,14,1
11,15,-2
11,16,-1
11,17,-4
11,18,-5
11,19,-8
11,20,-6
12,13,1
12,14,2
12,15,-1
12,16,0
12,17,-3
12,18,-4
12,19,-7
12,20,-5
13,14,1
13,15,-2
13,16,-1
13,17,-4
13,18,-5
13,19,-8
13,20,-6
14,15,-3
14,16,-2
14,17,-5
14,18,-6
14,19,-9
14,20,-7
15,16,1
15,17,-2
15,18,-3
15,19,-6
15,20,-4
16,17,-3
16,18,-4
16,19,-7
16,20,-5
17,18,-1
17,19,-4
17,20,-2
18,19,-3
18,20,-1
19,20,2
